player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
anthony-orange,Anthony Orange,DB,1.0,4.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony-thompson,Anthony Thompson,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boseko-lokombo,Boseko Lokombo,LB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brett-lauther,Brett LAUTHER,K,,,,,,,,,,,,,,,,,,,,,,72.0,4.0,4.0,125.0,255.0,,,,,,12.0,,,3.0,3.0,44.0,11.0,2.0,2.0
bryan-burnham,Bryan Burnham,WR,,,,1.0,1.0,,,,,,,,,,,33.0,4.0,8.0,1.0,2.0,72.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
cameron-judge,Cameron Judge,LB,,,1.0,5.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cameron-marshall,Cameron Marshall,RB,,,,,,,,,,,,,,,,9.0,1.0,1.0,,8.0,9.0,,,,,,4.0,5.0,,10.0,,,,,,,,,,
charleston-hughes,Charleston Hughes,DB/DL,,,1.0,2.0,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-rainey,Chris Rainey,RB,,,,,,,,,,,,,,,,5.0,2.0,3.0,,7.0,9.0,74.0,4.0,,,125.0,3.0,18.0,,27.0,,,,,,,,,,
christion-jones,Christion Jones,RB,,,,,,,,,,,,,,,,,,1.0,,,,28.0,2.0,,,43.0,,,,,,,,,,,,,,
claudell-louis,Claudell Louis,DT/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cody-fajardo,Cody FAJARDO,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
cory-watson,Cory Watson,WR,,,,,,,,,,,,,,,,15.0,1.0,1.0,,14.0,15.0,,,,,,,,,,,,,,,,,,,
crezdon-butler,Crezdon Butler,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
davon-coleman,Davon Coleman,DT/DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devon-bailey,Devon Bailey,WR,,,,,,,,,,,,,,,,39.0,2.0,3.0,,9.0,51.0,,,,,,,,,,,,,,,,,,,
ed-gainey,Ed Gainey,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emmanuel-arceneaux,Emmanuel Arceneaux,WR/SB,,,,,,,,,,,,,,,,20.0,2.0,2.0,,21.0,38.0,,,,,,,,,,,,,,,,,,,
garry-peters,Garry Peters,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivan-mclennan,Ivan McLennan,DB/DL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeremiah-johnson,Jeremiah Johnson,DB/CB/S,,,,,,,,,,,,,,,,19.0,6.0,6.0,,53.0,58.0,,,,,,9.0,8.0,,33.0,,,,,,,,,,
jordan-herdman,Jordan Herdman,LB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jordan-williams-lambert,Jordan Williams-Lambert,WR,,,,,,,,,,,,,,,,,4.0,6.0,1.0,12.0,13.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
