player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
agnes-knochenhauer,Agnes Knochenhauer,,1.0,1.0,0.0,8.0,6.0
anna-hasselborg,Anna Hasselborg,,1.0,1.0,0.0,8.0,6.0
emma-miskew,Emma Miskew,,0.0,1.0,1.0,6.0,8.0
johanna-heldin,Johanna Heldin,,1.0,1.0,0.0,8.0,6.0
rachel-brown,Rachel Brown,,0.0,1.0,1.0,6.0,8.0
rachel-homan,Rachel Homan,,0.0,1.0,1.0,6.0,8.0
sara-mcmanus,Sara McManus,,1.0,1.0,0.0,8.0,6.0
sarah-wilkes,Sarah Wilkes,,0.0,1.0,1.0,6.0,8.0
sofia-scharback,Sofia Scharback,,1.0,1.0,0.0,8.0,6.0
tracy-fleury,Tracy Fleury,,0.0,1.0,1.0,6.0,8.0
