player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
as-joseph,AS Joseph,,,,,,,,24.0,0.0,0.0,38.0,0.0,1.0,,1.0
bs-makhanya,BS Makhanya,,,,,,,,,,,,,,1.0,1.0
d-ferreira,D Ferreira,,8.0,1.0,0.0,3.0,4.0,0.0,,,,,,,,1.0
f-du-plessis,F du Plessis,,58.0,8.0,1.0,2.0,113.0,8.0,,,,,,,,1.0
g-coetzee,G Coetzee,,,,,,,,18.0,0.0,0.0,21.0,3.0,1.0,,1.0
gc-viljoen,GC Viljoen,,,,,,,,19.0,0.0,0.0,40.0,0.0,0.0,,1.0
h-klaasen,H Klaasen,,48.0,7.0,0.0,5.0,65.0,0.0,,,,,,,,1.0
jl-du-plooy,JL du Plooy,,3.0,1.0,1.0,4.0,6.0,0.0,,,,,,,1.0,1.0
jo-holder,JO Holder,,12.0,4.0,1.0,7.0,28.0,1.0,12.0,0.0,0.0,31.0,0.0,1.0,,1.0
ka-maharaj,KA Maharaj,,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
kma-paul,KMA Paul,,7.0,0.0,0.0,6.0,8.0,1.0,,,,,,,,1.0
kr-mayers,KR Mayers,,15.0,2.0,0.0,1.0,28.0,3.0,12.0,0.0,0.0,6.0,0.0,2.0,,1.0
m-theekshana,M Theekshana,,,,,,,,24.0,0.0,0.0,30.0,3.0,0.0,1.0,1.0
mp-breetzke,MP Breetzke,,24.0,1.0,0.0,3.0,28.0,1.0,,,,,,,,1.0
n-brand,N Brand,,,,,,,,18.0,0.0,0.0,28.0,0.0,0.0,1.0,1.0
n-burger,N Burger,,,,,,,,18.0,0.0,0.0,32.0,0.0,0.0,,1.0
pwa-mulder,PWA Mulder,,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0
q-de-kock,Q de Kock,,9.0,1.0,0.0,2.0,6.0,0.0,,,,,,,1.0,1.0
r-shepherd,R Shepherd,,,,,,,,18.0,0.0,0.0,21.0,0.0,0.0,,1.0
rjw-topley,RJW Topley,,,,,,,,24.0,0.0,0.0,19.0,1.0,0.0,,1.0
rr-hendricks,RR Hendricks,,46.0,4.0,0.0,1.0,45.0,2.0,,,,,,,1.0,1.0
sr-harmer,SR Harmer,,3.0,0.0,1.0,8.0,5.0,0.0,18.0,0.0,0.0,41.0,0.0,0.0,,1.0
