player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
agnes-knochenhauer,Agnes Knochenhauer,,0.0,1.0,1.0,5.0,6.0
anna-hasselborg,Anna Hasselborg,,0.0,1.0,1.0,5.0,6.0
denise-dupont,Denise Dupont,,1.0,1.0,0.0,6.0,5.0
jasmin-lander,Jasmin Lander,,1.0,1.0,0.0,6.0,5.0
johanna-heldin,Johanna Heldin,,0.0,1.0,1.0,5.0,6.0
madeleine-dupont,Madeleine Dupont,,1.0,1.0,0.0,6.0,5.0
mathilde-halse,Mathilde Halse,,1.0,1.0,0.0,6.0,5.0
my-larsen,My Larsen,,1.0,1.0,0.0,6.0,5.0
sara-mcmanus,Sara McManus,,0.0,1.0,1.0,5.0,6.0
sofia-scharback,Sofia Scharback,,0.0,1.0,1.0,5.0,6.0
