player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
ammon-lakip,Ammon Lakip,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,1.0,2.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amos-coleman-iii,Amos Coleman III,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,,,17.0,0.0,34.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,5.0
angelo-grose,Angelo Grose,WR,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,3.0,,,,,13.0,0.0,39.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,2.0
arnell-anderson,Arnell Anderson,LB,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
bk-smith-jr,BK Smith Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,28.0,0.0,0.0,1.0,39.0,3.0,,,,,,,,,,
caden-campoileti,Caden Campoileti,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
charles-hall-iv,Charles Hall IV,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,10.0,12.0,0.0,0.0,3.0,50.0,5.0,,,,,,,,,0.0,2.0
dalton-cole,Dalton Cole,QB,,333.0,,,,,,,,,,,,0.0,,,,,,,,,21.0,7.0,33.0,12.0,0.0,78.0,0.0,2.0,82.0,0.0,,,,,,,,,1.0,6.0,0.0,8.0,0.0,0.0,5.0,,
derrick-jones,Derrick Jones,CB/DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
derrick-maxwell-jr,Derrick Maxwell Jr,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,0.0,0.0,1.0,24.0,1.0,,2.0,2.0,0.0,1.0,0.0,1.0,2.0,,
donovan-rasberry,Donovan Rasberry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,0.0,0.0,1.0,29.0,3.0,,,,,,,,,,
ezrah-thibodeaux,Ezrah Thibodeaux,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
freddie-booth-lloyd,Freddie Booth-Lloyd,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
jaquan-artis,Jaquan Artis,DL/LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
jordan-gandy,Jordan Gandy,WR,,,,,,,,,,,,,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,20.0,35.0,0.0,0.0,1.0,61.0,3.0,0.0,,,,,,,,,
