player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
amos-coleman-iii,Amos Coleman III,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,7.0,,,,,24.0,0.0,170.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,4.0
brent-reis,Brent Reis,K,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,33.0,1.0,1.0,0.0,0.0,,,0.0,7.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
charles-hall-iv,Charles Hall IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,38.0,0.0,0.0,4.0,112.0,8.0,,,,,,,,,,
derrick-jones,Derrick Jones,CB/DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0
derrick-maxwell-jr,Derrick Maxwell Jr,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,0.0,0.0,0.0,11.0,1.0,,6.0,9.0,0.0,4.0,0.0,2.0,22.0,,
donavan-thurman,Donavan Thurman,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
ezrah-thibodeaux,Ezrah Thibodeaux,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
jaquan-artis,Jaquan Artis,DL/LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0
jaylon-tucker,Jaylon Tucker,WR,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,,15.0,15.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0
