player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
d-kalvin,D Kalvin,,18.0,1.0,1.0,5.0,19.0,0.0,,,,,,,,1.0
d-traore,D Traore,,,,,,,,,,,,,,1.0,1.0
l-sanogo,L Sanogo,,,,,,,,24.0,0.0,0.0,33.0,0.0,4.0,,1.0
ms-diawara,MS Diawara,,,,,,,,24.0,0.0,0.0,40.0,2.0,3.0,,1.0
mt-diaby,MT Diaby,,16.0,1.0,0.0,1.0,9.0,0.0,,,,,,,,1.0
mazharul-islam,Mazharul Islam,,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,1.0
mohamed-coulibaly,Mohamed Coulibaly,,9.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,,1.0
n-krishna,N Krishna,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,,1.0
s-kamate,S Kamate,,,,,,,,12.0,0.0,0.0,22.0,0.0,1.0,,1.0
sg-diaby,SG Diaby,,,,,,,,24.0,0.0,1.0,29.0,0.0,1.0,,1.0
skdt-madusanka,SKDT Madusanka,,24.0,4.0,0.0,3.0,29.0,0.0,,,,,,,,1.0
sr-rocket,SR Rocket,,,,,,,,12.0,0.0,0.0,10.0,1.0,1.0,,1.0
stra-de-silva,STRA de Silva,,29.0,4.0,1.0,4.0,46.0,0.0,,,,,,,,1.0
t-shanmugam,T Shanmugam,,,,,,,,12.0,0.0,0.0,4.0,0.0,1.0,,1.0
tkp-rajapaksha,TKP Rajapaksha,,49.0,5.0,0.0,2.0,49.0,0.0,,,,,,,,1.0
tm-macalou,TM Macalou,,,,,,,,24.0,0.0,1.0,18.0,0.0,0.0,1.0,1.0
