player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adarius-pickett,Adarius Pickett,LB/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,21.0,1.0,,,21.0,,,,,,,,,,,,,,,
ahmad-thomas,Ahmad Thomas,LB/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bj-cunningham,B.J. Cunningham,WR,,,,,,,,,,,,,,,,22.0,3.0,5.0,,7.0,44.0,,,,,,,,,,,,,,,,,,,,
bralon-addison,Bralon ADDISON,WR,,,,,,,,,,,,,,,,21.0,7.0,9.0,,33.0,73.0,,,,,,2.0,10.0,,7.0,1.0,,2.0,,,,,,,,
brandon-banks,Brandon Banks,WR,,,,,,,,,,,,,,,,8.0,4.0,5.0,,15.0,15.0,8.0,1.0,,,8.0,,,,,,,,,,,,,,,
cameron-artis-payne,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,23.0,2.0,5.0,,6.0,,,,,,,,,,,
cariel-brooks,Cariel Brooks,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-ackie,Chris Ackie,LB/DB,,,1.0,4.0,4.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-frey,Chris Frey,LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ciante-evans,Ciante Evans,DB,1.0,22.0,,2.0,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
david-côté,David Côté,K,,,,,,,,,,,,,,,,,,,,,,73.0,5.0,5.0,126.0,313.0,,,,,,,11.0,,,4.0,3.0,36.0,11.0,2.0,2.0
