player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
al-amin,Al-Amin,,22.0,3.0,0.0,6.0,23.0,0.0,,,,,,,1.0,1.0
anamul-haque,Anamul Haque,,7.0,2.0,0.0,2.0,11.0,0.0,,,,,,,,1.0
arafat-sunny,Arafat Sunny,,1.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,19.0,0.0,1.0,,1.0
ariful-haque,Ariful Haque,,12.0,2.0,0.0,4.0,13.0,0.0,,,,,,,1.0,1.0
asif-ali,Asif Ali,,12.0,1.0,0.0,6.0,9.0,0.0,,,,,,,1.0,1.0
cs-delport,CS Delport,,12.0,1.0,0.0,3.0,20.0,2.0,6.0,0.0,0.0,9.0,0.0,0.0,,1.0
faheem-ashraf,Faheem Ashraf,,7.0,0.0,0.0,9.0,5.0,0.0,18.0,0.0,0.0,26.0,2.0,0.0,,1.0
fazle-mahmud,Fazle Mahmud,,7.0,0.0,0.0,5.0,3.0,0.0,,,,,,,,1.0
hasan-mahmud,Hasan Mahmud,,,,,,,,12.0,0.0,0.0,11.0,1.0,1.0,,1.0
jahurul-islam,Jahurul Islam,,11.0,1.0,0.0,8.0,8.0,0.0,,,,,,,1.0,1.0
l-gregory,L Gregory,,11.0,1.0,0.0,4.0,5.0,0.0,24.0,0.0,0.0,28.0,1.0,3.0,1.0,1.0
mahedi-hasan,Mahedi Hasan,,6.0,0.0,0.0,3.0,1.0,0.0,21.0,0.0,0.0,13.0,3.0,0.0,1.0,1.0
mashrafe-mortaza,Mashrafe Mortaza,,2.0,0.0,0.0,10.0,6.0,1.0,24.0,0.0,0.0,18.0,2.0,0.0,1.0,1.0
mohammad-nabi,Mohammad Nabi,,14.0,0.0,0.0,7.0,12.0,1.0,24.0,0.0,0.0,21.0,2.0,0.0,1.0,1.0
mohammad-naim,Mohammad Naim,,5.0,1.0,0.0,1.0,4.0,0.0,,,,,,,,1.0
mominul-haque,Mominul Haque,,8.0,1.0,0.0,5.0,7.0,0.0,,,,,,,,1.0
mustafizur-rahman,Mustafizur Rahman,,6.0,0.0,0.0,11.0,2.0,0.0,24.0,0.0,0.0,34.0,3.0,2.0,,1.0
nltc-perera,NLTC Perera,,9.0,1.0,0.0,8.0,10.0,0.0,,,,,,,1.0,1.0
sr-watson,SR Watson,,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0,1.0
shadab-khan,Shadab Khan,,19.0,1.0,1.0,7.0,31.0,3.0,18.0,0.0,0.0,14.0,2.0,0.0,,1.0
tamim-iqbal,Tamim Iqbal,,38.0,5.0,0.0,1.0,40.0,0.0,,,,,,,1.0,1.0
taskin-ahmed,Taskin Ahmed,,3.0,1.0,1.0,10.0,4.0,0.0,24.0,0.0,0.0,32.0,3.0,4.0,1.0,1.0
