player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ab-de-villiers,AB de Villiers,,36.0,4.0,0.0,4.0,39.0,0.0,,,,,,,,1.0
aj-finch,AJ Finch,,11.0,3.0,0.0,2.0,15.0,0.0,,,,,,,,1.0
at-rayudu,AT Rayudu,,27.0,3.0,0.0,3.0,39.0,2.0,,,,,,,,1.0
ch-morris,CH Morris,,5.0,0.0,0.0,6.0,2.0,0.0,22.0,0.0,0.0,36.0,1.0,1.0,,1.0
d-padikkal,D Padikkal,,21.0,2.0,0.0,1.0,22.0,1.0,,,,,,,,1.0
dl-chahar,DL Chahar,,,,,,,,24.0,0.0,0.0,31.0,2.0,0.0,,1.0
f-du-plessis,F du Plessis,,13.0,2.0,0.0,2.0,25.0,2.0,,,,,,,2.0,1.0
gurkeerat-singh,Gurkeerat Singh,,2.0,0.0,1.0,7.0,2.0,0.0,,,,,,,,1.0
imran-tahir,Imran Tahir,,,,,,,,24.0,0.0,0.0,30.0,0.0,0.0,,1.0
mj-santner,MJ Santner,,,,,,,,24.0,0.0,0.0,23.0,1.0,0.0,1.0,1.0
mm-ali,MM Ali,,2.0,0.0,0.0,5.0,1.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,,1.0
ms-dhoni,MS Dhoni,,21.0,3.0,1.0,4.0,19.0,0.0,,,,,,,,1.0
mohammed-siraj,Mohammed Siraj,,,,,,,,12.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0
monu-kumar,Monu Kumar,,,,,,,,12.0,0.0,1.0,20.0,0.0,3.0,,1.0
na-saini,NA Saini,,,,,,,,18.0,0.0,0.0,19.0,0.0,0.0,,1.0
ra-jadeja,RA Jadeja,,,,,,,,18.0,0.0,0.0,20.0,0.0,0.0,,1.0
rd-gaikwad,RD Gaikwad,,51.0,4.0,1.0,1.0,65.0,3.0,,,,,,,2.0,1.0
sm-curran,SM Curran,,,,,,,,18.0,0.0,1.0,19.0,3.0,2.0,,1.0
v-kohli,V Kohli,,43.0,1.0,0.0,3.0,50.0,1.0,,,,,,,,1.0
washington-sundar,Washington Sundar,,2.0,1.0,1.0,8.0,5.0,0.0,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
ys-chahal,YS Chahal,,,,,,,,24.0,0.0,0.0,21.0,1.0,0.0,,1.0
