player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-zampa,A Zampa,,,,,,,,10.0,0.0,0.0,7.0,1.0,0.0,,1.0
b-stanlake,B Stanlake,,11.0,1.0,0.0,10.0,4.0,0.0,12.0,0.0,0.0,29.0,1.0,2.0,,1.0
br-mcdermott,BR McDermott,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,2.0,1.0
cj-jordan,CJ Jordan,,1.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,,1.0
f-oneill,F O'Neill,,,,,,,,18.0,0.0,0.0,16.0,3.0,1.0,2.0,1.0
j-fraser-mcgurk,J Fraser-McGurk,,5.0,1.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
jg-bethell,JG Bethell,,6.0,0.0,0.0,4.0,3.0,0.0,,,,,,,,1.0
josh-brown,Josh Brown,,11.0,1.0,0.0,2.0,13.0,1.0,,,,,,,1.0,1.0
kw-richardson,KW Richardson,,,,,,,,12.0,0.0,0.0,11.0,0.0,0.0,1.0,1.0
lj-evans,LJ Evans,,5.0,0.0,0.0,5.0,7.0,1.0,,,,,,,1.0,1.0
mj-owen,MJ Owen,,7.0,2.0,0.0,2.0,10.0,0.0,,,,,,,1.0,1.0
ms-wade,MS Wade,,5.0,1.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
mw-harvey,MW Harvey,,8.0,1.0,1.0,6.0,10.0,0.0,,,,,,,,1.0
nt-ellis,NT Ellis,,29.0,5.0,0.0,8.0,35.0,1.0,18.0,0.0,0.0,12.0,2.0,0.0,,1.0
nikhil-chaudhary,Nikhil Chaudhary,,4.0,0.0,0.0,5.0,2.0,0.0,,,,,,,,1.0
rp-meredith,RP Meredith,,2.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,31.0,1.0,0.0,,1.0
sd-hope,SD Hope,,14.0,0.0,0.0,3.0,13.0,1.0,,,,,,,,1.0
th-david,TH David,,2.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
tl-seifert,TL Seifert,,19.0,4.0,1.0,3.0,37.0,2.0,,,,,,,3.0,1.0
ts-rogers,TS Rogers,,,,,,,,18.0,0.0,0.0,25.0,3.0,2.0,,1.0
w-sutherland,W Sutherland,,,,,,,,18.0,1.0,1.0,14.0,3.0,0.0,,1.0
waqar-salamkheil,Waqar Salamkheil,,1.0,0.0,1.0,11.0,0.0,0.0,,,,,,,,1.0
