player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
adonis-jennings,Adonis Jennings,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,43.0,2.0,,,,,3.0,
akeem-hunt,Akeem Hunt,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,1.0,8.0,1.0,35.0,,1.0,
andrew-ankrah,Andrew Ankrah,DE/DL/DB,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
anthony-denham,Anthony Denham,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
anthony-moten,Anthony Moten,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
austin-rehkow,Austin Rehkow,,,,,,,,,,,,,,,,,,,,,,,,,52.0,65.0,1.0,208.0,4.0,0.0,3.0,,,,,,,,,
ben-turk,Ben Turk,,,,,,,,,,,,,,,,,,,,,,,,,40.3,59.0,0.0,121.0,3.0,0.0,3.0,,,,,,,,,
branden-oliver,Branden Oliver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,2.0,17.0,0.0,71.0,,2.0,
brian-tyms,Brian Tyms,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,4.0,,,,,5.0,
bryce-canady,Bryce Canady,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
cj-smith,CJ Smith,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
charles-johnson,Charles Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,105.0,9.0,,,,,12.0,
chris-thompson,Chris Thompson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,,,,,3.0,
cody-brown,Cody Brown,SAF/DB/S,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
dernest-johnson,D\'Ernest Johnson,RB,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,4.0,2.0,8.0,0.0,31.0,,2.0,
darius-hamilton,Darius Hamilton,WR,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
demorney-pierson-el,De\'Morney Pierson-El,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,2.0,,,,,2.0,
deveon-smith,De\'Veon Smith,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,51.0,,1.0,
donteea-dye,Donteea Dye,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,1.0,,,,,2.0,
