player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,,1.0,,69.0,
alex-hale,Alex Hale,K/OL/PK,3.0,73.0,,,,,,,,,,
bc-k,BC K,K,3.0,48.0,,,,,,,,,,
bc-qb,BC QB,QB,,,0.0,0.0,330.0,,,,,1.0,59.0,
dhel-duncan-busby,Dhel Duncan-Busby,WR,,,,,,,0.0,11.0,1.0,,,
jacob-bond,Jacob BOND,FB,,,,,,,0.0,0.0,0.0,,,
james-butler,James BUTLER,RB,,,,,,,0.0,10.0,2.0,2.0,35.0,
jaylen-johnson-2,Jaylen Johnson,WR,,,,,,,0.0,19.0,2.0,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,0.0,51.0,4.0,,,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,0.0,129.0,8.0,,,
keesean-johnson,KeeSean Johnson,WR,,,,,,,0.0,131.0,9.0,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,0.0,64.0,4.0,,,
kian-schaffer-baker,Kian SCHAFFER-BAKER,WR,,,,,,,0.0,165.0,11.0,,,
kieran-poissant,Kieran POISSANT,WR,,,,,,,0.0,22.0,2.0,,,
nathan-rourke,Nathan ROURKE,QB,,,0.0,0.0,330.0,,,,,1.0,59.0,
riley-pickett-3,Riley PICKETT,FB,,,,,,,0.0,0.0,0.0,,,
ssk-dst,SSK DST,DST,,,,,,27.0,,,,,,2.0
ssk-k,SSK K,K,3.0,73.0,,,,,,,,,,
ssk-qb,SSK QB,QB,,,0.0,3.0,417.0,,,,,0.0,6.0,
samuel-emilus,Samuel Emilus,WR,,,,,,,3.0,91.0,6.0,,,
sean-whyte,Sean WHYTE,K,3.0,48.0,,,,,,,,,,
thomas-bertrand-hudon,Thomas Bertrand-Hudon,RB,,,,,,,,,,0.0,2.0,
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,0.0,6.0,
trevor-harris,Trevor HARRIS,QB,,,0.0,3.0,417.0,,,,,,,
zander-horvath,Zander HORVATH,RB,,,,,,,0.0,8.0,1.0,0.0,5.0,
