player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
adam-bighill,Adam Bighill,LB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,LB/DB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexander-hollins,Alexander HOLLINS,WR,,,,,,,,,,,,10.0,2.0,5.0,,3.0,14.0,,,,,,,,,,,,,,,,,,,
antonio-pipkin,Antonio Pipkin,QB,,,,,5.0,3.0,16.0,6.0,1.0,,41.0,,,,,,,,,,,,1.0,3.0,,3.0,,,,,,,,,,
ben-hladik,Ben Hladik,LB,1.0,2.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boseko-lokombo,Boseko Lokombo,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,,72.0,,,,,,,,,,
brandon-alexander,Brandon Alexander,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,,,,,21.0,1.0,2.0,,15.0,21.0,,,,,,,,,,,,,,,,,,,
bruce-anderson,Bruce Anderson,RB,,,,,,,,,,,,13.0,2.0,2.0,,25.0,25.0,,,,,,10.0,8.0,,30.0,,,,,,,,,,
casey-sayles,Casey Sayles,DT/DB,1.0,4.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dakota-prukop,Dakota Prukop,QB,,,,,10.0,4.0,62.0,,,,110.0,,,,,,,,,,,,5.0,21.0,,42.0,,,,,,,,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,,,,,62.0,2.0,5.0,1.0,44.0,84.0,,,,,,,,,,1.0,6.0,,1.0,,,,,,
david-mackie,David Mackie,FB/RB,,,,,,,,,,,,12.0,2.0,2.0,,16.0,20.0,,,,,,,,,,,,,,,,,,,
david-ménard,David Ménard,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deatrick-nichols,Deatrick Nichols,CB/DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,,,,22.0,3.0,6.0,,9.0,55.0,,,,,,,,,,,,,,,,,,,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,,,,,9.0,1.0,1.0,,2.0,9.0,,,,,,,,,,,,,,,,,,,
dru-brown,Dru Brown,QB,,,,,4.0,,,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
garry-peters,Garry Peters,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greg-ellingson,Greg Ellingson,WR,,,,,,,,,,,,26.0,1.0,3.0,,11.0,26.0,,,,,,,,,,,,,,,,,,,
jackson-jeffcoat,Jackson Jeffcoat,DE/DB,1.0,2.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jamal-parker,Jamal Parker,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
james-butler,James BUTLER,RB,,,,,,,,,,,,11.0,1.0,1.0,,11.0,11.0,,,,,,3.0,5.0,,6.0,,,,,,,,,,
janarion-grant,Janarion GRANT,WR,,,,,,,,,,,,,,,,,,15.0,1.0,,,15.0,,,,,,,,,,,,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,,,,10.0,1.0,1.0,,,10.0,,,,,,,,,,,,,,,,,,,
johnny-augustine,Johnny AUGUSTINE,RB,,,,,,,,,,,,,,2.0,,,,,,,,,10.0,9.0,,42.0,,,,,,,,,,
jordan-williams,Jordan Williams,WR/OT/LB/DL/DE/MLB,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-woods,Josh Woods,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keion-adams,Keion Adams,DL/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,,,,,,16.0,5.0,9.0,,21.0,59.0,,,,,,,,,,,,,,,,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucky-whitehead,Lucky Whitehead,WR,,,,,,,,,,,,12.0,5.0,9.0,,9.0,45.0,,,,,,,,,,,,,,,,,,,
malik-clements,Malik Clements,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manny-rugamba,Manny Rugamba,LB,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc-liegghio,Marc LIEGGHIO,K,,,,,,,,,,,,,,,,,,73.0,4.0,4.0,104.0,280.0,,,,,,6.0,,,1.0,1.0,13.0,6.0,3.0,3.0
marcus-sayles,Marcus Sayles,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-miller,Mike Miller,P,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,6.0,1.0,1.0,,,,,,
nathan-rourke,Nathan ROURKE,QB,,1.0,1.0,,11.0,7.0,14.0,7.0,1.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,
nick-hallett,Nick Hallett,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obum-gwacham,Obum Gwacham,DE/DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,,,,14.0,3.0,6.0,1.0,2.0,38.0,,,,,,1.0,6.0,,6.0,1.0,6.0,,1.0,,,,,,
ricky-walker,Ricky Walker,DT/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sean-whyte,Sean WHYTE,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,3.0,3.0,44.0,9.0,,
shai-ross,Shai Ross,WR,,,,,,,,,,,,,,1.0,,,,26.0,1.0,,,26.0,,,,,,,,,,,,,,
shayne-gauthier,Shayne Gauthier,LB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stefan-flintoft,Stefan Flintoft,P/K,,,,,,,,,,,,,,,,,,63.0,1.0,1.0,15.0,63.0,,,,,,,,,,,,,,
terry-williams,Terry Williams,WR/RB,,,,,,,,,,,,,,,,,,27.0,3.0,,,78.0,,,,,,,,,,,,,,
tibo-debaillie,Tibo Debaillie,DL/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrell-ford,Tyrell Ford,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernon-adams,Vernon Adams,QB,,,,,21.0,11.0,22.0,,,,130.0,,,,,,,,,,,,2.0,16.0,,19.0,,,,,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winston-rose,Winston Rose,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
woody-baron,Woody Baron,DL/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zach-collaros,Zach COLLAROS,QB,,,,,5.0,4.0,26.0,,,2.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,
