player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
arkell-smith,Arkell Smith,WR,,,,,,,0.0,47.0,4.0,,,
chris-streveler,Chris STREVELER,QB,,,,,,,,,,0.0,3.0,
cody-fajardo,Cody FAJARDO,QB,,,,,,,,,,1.0,1.0,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,0.0,75.0,6.0,,,
edm-dst,EDM DST,DST,,,,,,36.0,,,,,,1.0
edm-k,EDM K,K,2.0,108.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,1.0,252.0,,,,,1.0,7.0,
javon-leake,Javon LEAKE,RB,,,,,,,0.0,0.0,0.0,0.0,42.0,
jerreth-sterns,Jerreth STERNS,WR,,,,,,,0.0,26.0,2.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,0.0,9.0,1.0,0.0,30.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,1.0,115.0,5.0,0.0,14.0,
keric-wheatfall,Keric Wheatfall,WR,,,,,,,1.0,62.0,3.0,,,
kevens-clercius,Kevens Clercius,WR,,,,,,,0.0,53.0,3.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,6.0,1.0,,,
matthew-peterson,Matthew Peterson,RB,,,,,,,0.0,11.0,3.0,0.0,65.0,
michael-chris-ike,Michael CHRIS-IKE,RB,,,,,,,0.0,5.0,1.0,,,
nic-demski,Nic DEMSKI,WR,,,,,,,2.0,97.0,5.0,0.0,-6.0,
quinton-cooley,Quinton COOLEY,RB,,,,,,,0.0,5.0,2.0,0.0,19.0,
sergio-castillo,Sergio CASTILLO,K,3.0,89.0,,,,,,,,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,55.0,5.0,,,
tre-ford,Tre Ford,QB,,,0.0,1.0,252.0,,,,,0.0,6.0,
vincent-blanchard,Vincent Blanchard,K,2.0,108.0,,,,,,,,,,
wpg-dst,WPG DST,DST,,,,,,23.0,,,,,,3.0
wpg-k,WPG K,K,3.0,89.0,,,,,,,,,,
wpg-qb,WPG QB,QB,,,0.0,3.0,334.0,,,,,1.0,16.0,
zach-collaros,Zach COLLAROS,QB,,,0.0,3.0,334.0,,,,,1.0,13.0,
zach-mathis,Zach Mathis,WR,,,,,,,0.0,20.0,2.0,,,
