player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
andreas-hårstad,Andreas Hårstad,,1.0,1.0,0.0,7.0,5.0
colton-lott,Colton Lott,,0.0,1.0,1.0,5.0,7.0
eric-ej-harnden,"Eric ""EJ"" Harnden",,0.0,1.0,1.0,5.0,7.0
geoff-walker,Geoff Walker,,0.0,1.0,1.0,5.0,7.0
magnus-ramsfjell,Magnus Ramsfjell,,1.0,1.0,0.0,7.0,5.0
mathias-braenden,Mathias Braenden,,1.0,1.0,0.0,7.0,5.0
matthew-dunstone,Matthew Dunstone,,0.0,1.0,1.0,5.0,7.0
michael-mellemseter,Michael Mellemseter,,1.0,1.0,0.0,7.0,5.0
ryan-harnden,Ryan Harnden,,0.0,1.0,1.0,5.0,7.0
wilhelm-naess,Wilhelm Naess,,1.0,1.0,0.0,7.0,5.0
