player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aari-mcdonald,Aari McDonald,G,4.0,,1.0,0.6,5.0,3.0,0.667,9.0,6.0,2.0,0.857,7.0,6.0,29.766666666666666,1.0,14.0,21.0,2.0,1.0,3.0
aliyah-boston,Aliyah Boston,F,2.0,,3.0,1.0,2.0,2.0,0.556,9.0,5.0,5.0,0.833,6.0,5.0,23.383333333333333,3.0,12.0,17.0,6.0,1.0,3.0
brian-cameron,Brian Cameron,F/P,2.0,2.0,2.0,0.333,3.0,1.0,0.2,5.0,1.0,3.0,,,,24.016666666666666,1.0,3.0,3.0,3.0,1.0,3.0
caitlin-clark,Caitlin Clark,,6.0,3.0,5.0,0.3,10.0,3.0,0.438,16.0,7.0,5.0,0.867,15.0,13.0,34.083333333333336,,4.0,30.0,5.0,3.0,7.0
dearica-hamby,Dearica Hamby,F,5.0,,8.0,1.0,1.0,1.0,0.5,12.0,6.0,4.0,0.667,6.0,4.0,40.0,2.0,6.0,17.0,10.0,2.0,4.0
erica-wheeler,Erica Wheeler,G,2.0,,,,1.0,,0.333,3.0,1.0,2.0,,,,17.133333333333333,,4.0,2.0,,2.0,
katie-lou-samuelson,Katie Lou Samuelson,,,1.0,1.0,,2.0,,0.25,4.0,1.0,1.0,,,,12.933333333333334,,-4.0,2.0,1.0,,
kelsey-mitchell,Kelsey Mitchell,G,2.0,,,0.429,7.0,3.0,0.333,15.0,5.0,1.0,0.5,4.0,2.0,28.766666666666666,,-20.0,15.0,,1.0,1.0
kia-nurse,Kia Nurse,,1.0,,2.0,0.833,6.0,5.0,0.5,12.0,6.0,5.0,0.625,8.0,5.0,27.95,,-3.0,22.0,2.0,,
kristy-wallace,Kristy Wallace,,3.0,1.0,2.0,0.167,6.0,1.0,0.222,9.0,2.0,3.0,,,,27.733333333333334,1.0,-6.0,5.0,3.0,4.0,
lexie-brown,Lexie Brown,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,11.583333333333334,,-6.0,3.0,4.0,,2.0
lexie-hull,Lexie Hull,W,1.0,,1.0,,1.0,,0.25,4.0,1.0,2.0,,,,5.816666666666666,1.0,-1.0,2.0,2.0,,2.0
li-yueru,Li Yueru,F,,1.0,6.0,,,,0.5,2.0,1.0,2.0,,,,15.75,,3.0,2.0,6.0,,3.0
nalyssa-smith,NaLyssa Smith,,1.0,,3.0,1.0,1.0,1.0,0.333,3.0,1.0,1.0,,,,18.55,1.0,-24.0,3.0,4.0,,
rae-burrell,Rae Burrell,W,1.0,1.0,,1.0,2.0,2.0,0.667,3.0,2.0,1.0,1.0,2.0,2.0,12.3,,10.0,8.0,,2.0,2.0
rickea-jackson,Rickea Jackson,W,1.0,,1.0,0.333,3.0,1.0,0.286,7.0,2.0,1.0,0.7,10.0,7.0,23.45,,-3.0,12.0,1.0,2.0,
stephanie-talbot,Stephanie Talbot,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,10.15,,7.0,,1.0,1.0,1.0
temi-fagbenle-2,Temi Fagbenle,,,1.0,4.0,,,,0.6,5.0,3.0,6.0,,,,31.55,3.0,5.0,6.0,7.0,1.0,1.0
zia-cooke,Zia Cooke,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,4.983333333333333,,-1.0,,1.0,,1.0
