player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alberto-pimpini,Alberto Pimpini,,0.0,1.0,1.0,4.0,6.0
amos-mosaner,Amos Mosaner,,0.0,1.0,1.0,4.0,6.0
lukas-klima,Lukas Klima,,1.0,1.0,0.0,6.0,4.0
lukas-klipa,Lukas Klipa,,1.0,1.0,0.0,6.0,4.0
marek-cernovsky,Marek Cernovsky,,1.0,1.0,0.0,6.0,4.0
martin-jurik,Martin Jurik,,1.0,1.0,0.0,6.0,4.0
mattia-giovanella,Mattia Giovanella,,0.0,1.0,1.0,4.0,6.0
sebastiano-arman,Sebastiano Arman,,0.0,1.0,1.0,4.0,6.0
stefano-spiller,Stefano Spiller,,0.0,1.0,1.0,4.0,6.0
vit-chabicovsky,Vit Chabicovsky,,1.0,1.0,0.0,6.0,4.0
