player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
bc-dst,BC DST,DST,,,,,,,,41.0,,,,,,
bc-k,BC K,K,2.0,114.0,,,,,,,,,,,,
bc-qb,BC QB,QB,,,1.0,,,2.0,378.0,,,,,0.0,6.0,
bo-levi-mitchell,Bo Levi Mitchell,QB,,,,,,5.0,285.0,,,,,,,
chase-brice,Chase BRICE,QB,,,0.0,,,1.0,87.0,,,,,,,
ham-dst,HAM DST,DST,,,,1.0,,,,27.0,,,,,,2.0
ham-k,HAM K,K,5.0,,,,1.0,,,,,,,,,
ham-qb,HAM QB,QB,,,0.0,,,5.0,285.0,,,,,1.0,1.0,
jaden-williams,Jaden WILLIAMS,WR,,,,,,,,,0.0,52.0,3.0,,,
jake-dolegala,Jake DOLEGALA,QB,,,,,,,,,,,,1.0,1.0,
james-butler,James BUTLER,RB,,,,,,,,,0.0,9.0,2.0,0.0,62.0,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,,0.0,81.0,5.0,,,
kenny-lawler,Kenny Lawler,WR,,,,,,,,,1.0,81.0,4.0,,,
keric-wheatfall,Keric Wheatfall,WR,,,,,,,,,0.0,0.0,0.0,,,
kieran-poissant,Kieran POISSANT,WR,,,,,,,,,0.0,47.0,3.0,,,
kiondre-smith,Kiondre SMITH,WR,,,,,,,,,1.0,72.0,2.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,1.0,43.0,4.0,,,
larry-rountree,Larry Rountree,RB,,,,,,,,,0.0,11.0,1.0,0.0,62.0,
marc-liegghio,Marc LIEGGHIO,K,5.0,,,,1.0,,,,,,,,,
maximilian-mang,Maximilian Mang,,,,,,,,,,2.0,22.0,3.0,,,
myron-mitchell,Myron Mitchell,WR,,,,,,,,,0.0,56.0,1.0,,,
nathan-rourke,Nathan ROURKE,QB,,,1.0,,,1.0,291.0,,,,,0.0,6.0,
nick-cenacle,Nick CENACLE,WR,,,,,,,,,2.0,120.0,9.0,,,
riley-pickett-3,Riley PICKETT,FB,,,,,,,,,0.0,5.0,1.0,,,
sean-whyte,Sean WHYTE,K,2.0,114.0,,,,,,,,,,,,
silas-bolden,Silas Bolden,WR,,,,,,,,,0.0,25.0,3.0,,,
zander-horvath,Zander HORVATH,RB,,,,,,,,,0.0,2.0,1.0,0.0,11.0,
