player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
albert-curran-iv,Albert Curran IV,DB,,,,1.0
dnerius-antoine,D'Nerius Antoine,WR,,1.0,,
damond-powell,Damond Powell,WR,2.0,,,
david-calderon,David  Calderon,RB,,1.0,,
jack-robinson,Jack Robinson,DL,,,,1.0
josh-batiste,Josh Batiste,RB,,,1.0,
rashaud-powell,Rashaud Powell,DL,3.0,,,
verlon-reed,Verlon Reed,QB,,,1.0,
vincent-wilkerson,Vincent Wilkerson,,,,,1.0
