player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-russell,AD Russell,,15.0,3.0,1.0,7.0,31.0,2.0,24.0,0.0,0.0,27.0,2.0,0.0,,1.0
as-joseph,AS Joseph,,7.0,0.0,0.0,9.0,4.0,0.0,18.0,0.0,0.0,34.0,2.0,3.0,,1.0
arafat-sunny,Arafat Sunny,,,,,,,,,,,,,,1.0,1.0
ch-gayle,CH Gayle,,30.0,3.0,0.0,5.0,36.0,2.0,,,,,,,,1.0
dj-bravo,DJ Bravo,,26.0,3.0,1.0,7.0,33.0,1.0,18.0,0.0,0.0,16.0,1.0,1.0,1.0,1.0
hasan-murad,Hasan Murad,,,,,,,,12.0,0.0,0.0,12.0,1.0,1.0,,1.0
i-udana,I Udana,,1.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,29.0,2.0,0.0,,1.0
jahurul-islam,Jahurul Islam,,2.0,0.0,0.0,4.0,0.0,0.0,,,,,,,1.0,1.0
mahmudullah,Mahmudullah,,47.0,3.0,0.0,6.0,47.0,1.0,18.0,0.0,0.0,31.0,1.0,1.0,2.0,1.0
mohammad-naim,Mohammad Naim,,6.0,1.0,0.0,2.0,4.0,0.0,,,,,,,1.0,1.0
mohammad-shahzad,Mohammad Shahzad,,7.0,1.0,0.0,3.0,5.0,0.0,,,,,,,1.0,1.0
nazmul-hossain-shanto,Nazmul Hossain Shanto,,9.0,1.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
nurul-hasan,Nurul Hasan,,5.0,0.0,0.0,6.0,1.0,0.0,,,,,,,1.0,1.0
rubel-hossain,Rubel Hossain,,,,,,,,18.0,0.0,0.0,8.0,1.0,1.0,,1.0
shafiqul-islam,Shafiqul Islam,,,,,,,,18.0,1.0,0.0,20.0,2.0,1.0,,1.0
shakib-al-hasan,Shakib Al Hasan,,19.0,2.0,0.0,3.0,23.0,1.0,21.0,0.0,0.0,21.0,1.0,0.0,,1.0
shuvagata-hom,Shuvagata Hom,,25.0,2.0,0.0,5.0,29.0,0.0,24.0,0.0,0.0,19.0,1.0,0.0,,1.0
shykat-ali,Shykat Ali,,18.0,1.0,0.0,1.0,15.0,1.0,,,,,,,,1.0
taijul-islam,Taijul Islam,,2.0,1.0,1.0,10.0,5.0,0.0,24.0,0.0,0.0,29.0,0.0,0.0,1.0,1.0
tamim-iqbal,Tamim Iqbal,,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,1.0
towhid-hridoy,Towhid Hridoy,,2.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
ziaur-rahman,Ziaur Rahman,,2.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,1.0
