player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-bohara,A Bohara,,,,,,,,24.0,0.0,0.0,38.0,0.0,2.0,,1.0
as-routela,AS Routela,,3.0,1.0,1.0,7.0,6.0,0.0,6.0,0.0,0.0,9.0,2.0,0.0,,1.0
aarif-sheikh,Aarif Sheikh,,9.0,0.0,0.0,5.0,4.0,0.0,,,,,,,,1.0
b-bhandari,B Bhandari,,8.0,2.0,0.0,2.0,10.0,0.0,,,,,,,,1.0
bj-mcmullen,BJ McMullen,,9.0,2.0,0.0,3.0,13.0,0.0,18.0,0.0,0.0,22.0,1.0,1.0,,1.0
bipin-rawal,Bipin Rawal,,20.0,2.0,0.0,3.0,17.0,0.0,,,,,,,1.0,1.0
ds-airee,DS Airee,,2.0,0.0,0.0,7.0,1.0,0.0,24.0,0.0,0.0,32.0,1.0,0.0,,1.0
ds-bajwa,DS Bajwa,,16.0,1.0,0.0,4.0,12.0,0.0,,,,,,,,1.0
deepak-bohara,Deepak Bohara,,,,,,,,,,,,,,1.0,1.0
hassan-eisakhil,Hassan Eisakhil,,52.0,6.0,0.0,2.0,65.0,3.0,,,,,,,,1.0
i-pandey,I Pandey,,28.0,4.0,0.0,6.0,35.0,1.0,6.0,0.0,0.0,8.0,0.0,0.0,,1.0
jn-loftie-eaton,JN Loftie-Eaton,,4.0,0.0,1.0,6.0,2.0,0.0,18.0,0.0,0.0,18.0,2.0,1.0,1.0,1.0
kushal-malla,Kushal Malla,,16.0,1.0,0.0,4.0,13.0,0.0,24.0,0.0,0.0,18.0,2.0,0.0,,1.0
n-saud,N Saud,,8.0,0.0,0.0,10.0,10.0,1.0,6.0,0.0,0.0,10.0,0.0,0.0,,1.0
nb-budayair,NB Budayair,,10.0,0.0,0.0,8.0,5.0,0.0,,,,,,,3.0,1.0
nar-sarki,Nar Sarki,,,,,,,,,,,,,,1.0,1.0
r-dhakal,R Dhakal,,,,,,,,18.0,0.0,0.0,33.0,2.0,1.0,,1.0
rs-bopara,RS Bopara,,18.0,2.0,0.0,5.0,36.0,2.0,,,,,,,,1.0
ranjit-kumar,Ranjit Kumar,,,,,,,,24.0,0.0,0.0,30.0,1.0,1.0,1.0,1.0
s-karki,S Karki,,7.0,1.0,0.0,1.0,9.0,0.0,,,,,,,,1.0
sa-zaib,SA Zaib,,11.0,3.0,0.0,1.0,18.0,0.0,18.0,0.0,0.0,22.0,1.0,0.0,,1.0
sc-kuggeleijn,SC Kuggeleijn,,10.0,3.0,0.0,9.0,16.0,0.0,24.0,0.0,0.0,29.0,2.0,1.0,1.0,1.0
sohail-tanvir,Sohail Tanvir,,,,,,,,20.0,1.0,1.0,22.0,1.0,2.0,,1.0
