player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
almida-de-val,Almida De Val,,0.0,1.0,1.0,5.0,9.0
eunji-gim,Eunji Gim,,1.0,1.0,0.0,9.0,5.0
isabella-wranå,Isabella Wranå,,0.0,1.0,1.0,5.0,9.0
linda-stenlund,Linda Stenlund,,0.0,1.0,1.0,5.0,9.0
maria-larsson,Maria Larsson,,0.0,1.0,1.0,5.0,9.0
minji-kim,Minji Kim,,1.0,1.0,0.0,9.0,5.0
moa-dryburgh,Moa Dryburgh,,0.0,1.0,1.0,5.0,9.0
sujii-kim,Sujii Kim,,1.0,1.0,0.0,9.0,5.0
yeeun-seol,Yeeun Seol,,1.0,1.0,0.0,9.0,5.0
yeji-seol,Yeji Seol,,1.0,1.0,0.0,9.0,5.0
