player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-russell,AD Russell,,15.0,1.0,0.0,7.0,26.0,2.0,24.0,0.0,0.0,22.0,1.0,0.0,,1.0
agha-salman,Agha Salman,,35.0,6.0,0.0,3.0,48.0,2.0,,,,,,,,1.0
asif-ali,Asif Ali,,11.0,3.0,0.0,6.0,23.0,1.0,,,,,,,2.0,1.0
bb-mccullum,BB McCullum,,51.0,2.0,0.0,4.0,40.0,2.0,,,,,,,,1.0
d-ramdin,D Ramdin,,7.0,0.0,0.0,5.0,4.0,0.0,,,,,,,1.0,1.0
faheem-ashraf,Faheem Ashraf,,3.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,10.0,1.0,0.0,,1.0
fakhar-zaman,Fakhar Zaman,,2.0,0.0,0.0,2.0,2.0,0.0,12.0,0.0,0.0,10.0,1.0,0.0,,1.0
hussain-talat,Hussain Talat,,21.0,1.0,1.0,8.0,33.0,2.0,,,,,,,,1.0
jp-duminy,JP Duminy,,36.0,3.0,0.0,2.0,34.0,1.0,18.0,0.0,0.0,17.0,0.0,2.0,1.0,1.0
l-ronchi,L Ronchi,,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,1.0
misbah-ul-haq,Misbah-ul-Haq,,10.0,0.0,0.0,4.0,4.0,0.0,,,,,,,1.0,1.0
mohammad-sami,Mohammad Sami,,,,,,,,28.0,0.0,0.0,36.0,4.0,0.0,,1.0
mustafizur-rahman,Mustafizur Rahman,,,,,,,,30.0,0.0,0.0,58.0,1.0,1.0,,1.0
sp-narine,SP Narine,,4.0,2.0,0.0,7.0,9.0,0.0,24.0,0.0,0.0,10.0,0.0,0.0,3.0,1.0
sr-patel,SR Patel,,10.0,1.0,0.0,5.0,9.0,0.0,24.0,0.0,0.0,17.0,3.0,0.0,2.0,1.0
sahibzada-farhan,Sahibzada Farhan,,16.0,0.0,0.0,3.0,6.0,0.0,,,,,,,1.0,1.0
salman-irshad,Salman Irshad,,2.0,0.0,0.0,10.0,6.0,1.0,12.0,0.0,0.0,19.0,1.0,0.0,,1.0
shadab-khan,Shadab Khan,,2.0,0.0,0.0,10.0,1.0,0.0,24.0,0.0,0.0,29.0,1.0,0.0,,1.0
sohail-akhtar,Sohail Akhtar,,8.0,0.0,0.0,6.0,4.0,0.0,,,,,,,,1.0
sohail-khan,Sohail Khan,,3.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,23.0,2.0,3.0,,1.0
umar-akmal,Umar Akmal,,7.0,1.0,0.0,1.0,11.0,1.0,,,,,,,1.0,1.0
yasir-shah,Yasir Shah,,5.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,0.0,20.0,3.0,0.0,,1.0
