player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aj-davis,Aj Davis,RB,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,10.0,0.0,10.0,,,,,,,28.0,40.0,3.0,84.0,3.0,,,,,,,,,,,,,
anthony-jacobsen,Anthony Jacobsen,LB,2.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.0,,
bemnet-morgan,Bemnet Morgan,DB,,,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,,,,,7.0,6.0,,45.0,3.0,157.0,,,,,,,,,,,,,,,,,,
blake-bartz,Blake Bartz,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,29.0,14.0,,38.0,2.0,122.0,,,,,,-0.7,5.0,7.0,0.0,-5.0,,,,,,,,
brandon-scott,Brandon Scott,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,7.0,1.0,1.0,2.0,2.0,0.0,2.0,,,,,,,,
caleb-streat,Caleb Streat,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
damecio-ewing-jr,Damecio Ewing Jr,,1.0,1.0,1.0,,,,,,,,,50.0,50.0,50.0,,1.0,,,,,,,15.0,15.0,0.0,15.0,,,2.0,,,,,,,,,,,,,,,,6.0,7.0,,,,
damon-stokes,Damon Stokes,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,3.0,4.0,0.5,0.0,,
david-ross,David Ross,RB,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,6.0,,,,
dawandrick-crockett,Dawandrick Crockett,DB,,,,,,,,,,1.0,1.0,,,,,6.0,,,,,,,16.8,26.0,0.0,101.0,,,,,,,,,,,,-2.0,0.0,1.0,1.0,-2.0,,,,,,,,
desmond-scott,Desmond Scott,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
donovan-johnson,Donovan Johnson,WR,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,4.0,,,,
gibson-ziah,Gibson Ziah,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,8.0,1.0,1.0,1.0,1.0,0.0,,
greg-conry,Greg Conry,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,23.0,0.0,28.0,3.0,,,,,,,,,,,,,
greg-dent,Greg Dent,WR,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,0.0,,0.0,0.0,0.0,7.3,13.0,0.0,29.0,4.0,1.8,4.0,6.0,0.0,11.0,,,,,,,,
isaiah-blackmon,Isaiah Blackmon,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,33.0,1.0,65.0,2.0,,,,,,,,,,,,,
isaiah-robinson,Isaiah Robinson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,9.0,1.0,14.0,3.0,,,,,,,,,,,,,
jalen-knox,Jalen Knox,DB,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,4.0,,,,
jalen-stradford,Jalen Stradford,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
jamon-langford,Jamon Langford,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,0.0,12.0,2.0,,,,,,,,,,,,,
jarvai-flowers,Jarvai Flowers,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,0.0,,,,
jordan-whitley,Jordan Whitley,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
josh-batiste,Josh Batiste,RB,,,,1.0,31.0,1.0,,,,,,,,,,,10.0,50.0,0.0,2.0,500.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0
justin-clarkson,Justin Clarkson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,
keshaun-taylor,KESHAUN TAYLOR,WR,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,7.0,5.0,,35.0,2.0,79.0,,,,,,5.0,13.0,9.0,0.0,45.0,,,,,,,,
kaleb-macaway,Kaleb Macaway,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,1.0,0.0,,
kevin-macias,Kevin Macias,K,0.0,,,4.0,29.0,1.0,,1.0,0.0,1.0,0.0,,,,,,6.0,48.2,0.0,0.0,241.0,5.0,,,,,,,,,,,,,,,,-5.0,0.0,1.0,0.0,-5.0,,,0.0,0.0,,,4.0,3.0
kisean-johnson,Kisean JOHNSON,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,38.0,1.0,67.0,5.0,,,,,,,,0.0,1.0,,,,
kyler-henson,Kyler Henson,WR,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,1.0,0.0,,
rashad-flanders,Rashad Flanders,DB,4.0,1.0,1.0,,,,,1.0,0.0,,,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,,,,
raymond-alexander,Raymond Alexander,DL,2.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,
rodrick-williams,Rodrick Williams,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
sean-connaghan,Sean Connaghan,LB,1.0,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,0.5,2.0,3.0,0.5,0.0,,
sidney-houston-jr,Sidney Houston Jr.,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,3.0,,,,
simeon-burns,Simeon Burns,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.5,0.0,,
tyler-lauenstein,Tyler Lauenstein,QB,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,9.0,9.0,0.0,9.0,,,,,,,26.0,45.0,1.0,52.0,2.0,5.5,15.0,6.0,2.0,33.0,,,1.0,2.0,,,,
