player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
benoît-schwarz,Benoît Schwarz,,0.0,1.0,1.0,5.0,6.0
bobby-lammie,Bobby Lammie,,1.0,1.0,0.0,6.0,5.0
bruce-mouat,Bruce Mouat,,1.0,1.0,0.0,6.0,5.0
grant-hardie,Grant Hardie,,1.0,1.0,0.0,6.0,5.0
hammy-jr-mcmillan,Hammy Jr McMillan,,1.0,1.0,0.0,6.0,5.0
kim-schwaller,Kim Schwaller,,0.0,1.0,1.0,5.0,6.0
kyle-waddell,Kyle Waddell,,1.0,1.0,0.0,6.0,5.0
pablo-lachat,Pablo Lachat,,0.0,1.0,1.0,5.0,6.0
sven-michel,Sven Michel,,0.0,1.0,1.0,5.0,6.0
yannick-schwaller,Yannick Schwaller,,0.0,1.0,1.0,5.0,6.0
