player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
chris-allen,CHRIS ALLEN,P,2.0,0.0,0.0,1.0,0.0,6.0,1.0
elijah-stewart,Elijah Stewart,P,6.0,2.0,0.0,1.0,0.0,6.0,0.0
isaiah-austin,Isaiah Austin,P,3.0,1.0,0.0,1.0,0.0,6.0,0.0
jordan-crawford,JORDAN CRAWFORD,P,8.0,3.0,0.0,2.0,0.0,6.0,0.0
jamario-moon,Jamario Moon,P,4.0,2.0,0.0,0.0,0.0,7.0,0.0
jannero-pargo,Jannero Pargo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeff-ayres,Jeff Ayres,P,2.0,0.0,0.0,0.0,0.0,1.0,0.0
jeremy-pargo,Jeremy Pargo,P,3.0,0.0,0.0,7.0,0.0,7.0,0.0
joe-johnson,Joe Johnson,P,11.0,0.0,0.0,3.0,0.0,9.0,1.0
quincy-miller,Quincy Miller,P,0.0,0.0,0.0,1.0,0.0,1.0,1.0
