player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
daehyun-kim,Daehyun Kim,,1.0,1.0,0.0,9.0,3.0
dongsuk-seol,Dongsuk Seol,,1.0,1.0,0.0,9.0,3.0
felix-luethold,Felix Luethold,,0.0,1.0,1.0,3.0,9.0
honggeon-kim,Honggeon Kim,,1.0,1.0,0.0,9.0,3.0
jonas-feierabend,Jonas Feierabend,,0.0,1.0,1.0,3.0,9.0
ju-ni-kwon,Ju-ni Kwon,,1.0,1.0,0.0,9.0,3.0
leon-wittich,Leon Wittich,,0.0,1.0,1.0,3.0,9.0
livio-ernst,Livio Ernst,,0.0,1.0,1.0,3.0,9.0
nils-freimann,Nils Freimann,,0.0,1.0,1.0,3.0,9.0
seongmin-park,Seongmin Park,,1.0,1.0,0.0,9.0,3.0
