player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-sharafu,A Sharafu,,22.0,3.0,0.0,5.0,25.0,0.0,,,,,,,1.0,1.0
ad-russell,AD Russell,,12.0,0.0,1.0,7.0,24.0,3.0,,,,,,,,1.0
af-milne,AF Milne,,2.0,0.0,1.0,11.0,1.0,0.0,24.0,0.0,0.0,37.0,2.0,0.0,,1.0
au-rashid,AU Rashid,,7.0,0.0,0.0,9.0,4.0,0.0,24.0,0.0,0.0,14.0,2.0,0.0,,1.0
dj-willey,DJ Willey,,,,,,,,24.0,0.0,0.0,19.0,3.0,2.0,,1.0
harmeet-singh-2,Harmeet Singh (2),,11.0,2.0,0.0,8.0,8.0,0.0,24.0,0.0,0.0,22.0,1.0,0.0,,1.0
j-charles,J Charles,,14.0,1.0,0.0,3.0,12.0,1.0,,,,,,,,1.0
jj-roy,JJ Roy,,7.0,1.0,0.0,2.0,6.0,0.0,,,,,,,,1.0
jm-clarke,JM Clarke,,27.0,4.0,0.0,3.0,32.0,0.0,,,,,,,1.0,1.0
jo-holder,JO Holder,,,,,,,,24.0,0.0,0.0,23.0,4.0,2.0,,1.0
kma-paul,KMA Paul,,16.0,4.0,0.0,7.0,21.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,,1.0
kr-mayers,KR Mayers,,9.0,2.0,0.0,2.0,21.0,2.0,21.0,0.0,0.0,16.0,2.0,0.0,,1.0
karim-janat,Karim Janat,,9.0,0.0,0.0,6.0,9.0,1.0,,,,,,,,1.0
lj-evans,LJ Evans,,31.0,3.0,1.0,6.0,39.0,1.0,,,,,,,3.0,1.0
ms-pepper,MS Pepper,,12.0,1.0,0.0,4.0,7.0,0.0,,,,,,,3.0,1.0
muhammad-jawadullah,Muhammad Jawadullah,,,,,,,,18.0,0.0,0.0,32.0,0.0,2.0,1.0,1.0
pbb-rajapaksa,PBB Rajapaksa,,19.0,0.0,0.0,5.0,7.0,0.0,,,,,,,,1.0
pd-salt,PD Salt,,7.0,0.0,0.0,1.0,2.0,0.0,,,,,,,1.0,1.0
rohan-mustafa,Rohan Mustafa,,19.0,4.0,0.0,4.0,20.0,0.0,,,,,,,1.0,1.0
sp-narine,SP Narine,,,,,,,,24.0,0.0,0.0,16.0,0.0,2.0,,1.0
shahid-bhutta,Shahid Bhutta,,,,,,,,24.0,0.0,0.0,46.0,1.0,2.0,,1.0
t-kohler-cadmore,T Kohler-Cadmore,,2.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
tg-southee,TG Southee,,11.0,2.0,0.0,10.0,24.0,2.0,24.0,0.0,0.0,42.0,0.0,4.0,,1.0
