player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
antoine-davis,Antoine Davis,P,,,9.0,8.0,,1.0,1.0,,,8.0,,108.0,13.0
ben-jagt,Ben Jagt,P,1.0,1.0,7.0,3.0,,2.0,,,13.0,5.0,2.0,131.0,28.0
ben-katz,Ben Katz,P,,2.0,3.0,9.0,,,3.0,,,9.0,,-10.0,66.0
benjamin-sadok,Benjamin Sadok,P,1.0,,30.0,40.0,1.0,,3.0,,,41.0,1.0,43.0,338.0
brendan-mccann,Brendan McCann,P,1.0,1.0,6.0,8.0,,,,1.0,15.0,8.0,,19.0,41.0
caelan-mcsweeney,Caelan McSweeney,P,1.0,,30.0,34.0,,,2.0,1.0,,36.0,1.0,95.0,248.0
charles-weinberg,Charles Weinberg,P,1.0,,16.0,14.0,,2.0,1.0,1.0,,14.0,,143.0,50.0
cole-davis-brand,Cole Davis-Brand,P,3.0,,40.0,37.0,,1.0,1.0,1.0,,42.0,4.0,241.0,249.0
colin-sunde,Colin Sunde,P,,,23.0,31.0,,,4.0,,,32.0,1.0,35.0,174.0
elliott-chartock,Elliott Chartock,P,4.0,,30.0,38.0,,,1.0,5.0,,38.0,,51.0,495.0
ethan-fortin,Ethan Fortin,P,2.0,,11.0,13.0,,,1.0,1.0,,13.0,,-5.0,132.0
gustav-haflin,Gustav Haflin,P,,,2.0,3.0,,,,,,3.0,,48.0,2.0
jack-williams,Jack Williams,P,4.0,1.0,27.0,23.0,,4.0,2.0,1.0,,25.0,2.0,215.0,187.0
jeff-babbitt,Jeff Babbitt,P,,1.0,13.0,11.0,,2.0,1.0,,,11.0,,226.0,-19.0
jeff-holm,Jeff Holm,P,1.0,,13.0,12.0,,,1.0,,,13.0,1.0,-9.0,102.0
john-lithio,John Lithio,P,,,19.0,16.0,,4.0,1.0,,,17.0,1.0,234.0,-15.0
john-randolph,John Randolph,P,2.0,,13.0,10.0,,3.0,1.0,,,10.0,,151.0,60.0
josue-alorro,Josue Alorro,P,2.0,,14.0,17.0,,,,1.0,8.0,17.0,,66.0,109.0
luca-harwood,Luca Harwood,P,,,4.0,3.0,,,,,1.0,4.0,1.0,11.0,21.0
marques-brownlee,Marques Brownlee,P,,,6.0,5.0,,1.0,1.0,,6.0,5.0,,56.0,61.0
matt-labar,Matt LaBar,P,,,9.0,7.0,,1.0,,,,8.0,1.0,48.0,19.0
matt-stevens,Matt Stevens,P,,,6.0,4.0,,1.0,1.0,,,5.0,1.0,84.0,6.0
mike-drost,Mike Drost,P,1.0,1.0,8.0,7.0,,1.0,,,,8.0,1.0,93.0,-15.0
oliver-chartock,Oliver Chartock,P,,3.0,12.0,12.0,,2.0,2.0,,,12.0,,83.0,80.0
orion-cable,Orion Cable,P,,1.0,16.0,9.0,1.0,6.0,,,,10.0,1.0,278.0,9.0
oscar-graff,Oscar Graff,P,,1.0,,1.0,,,,,,1.0,,,2.0
ray-tetreault,Ray Tetreault,P,4.0,,21.0,19.0,,1.0,1.0,3.0,,20.0,1.0,200.0,277.0
rocco-linehan,Rocco Linehan,P,1.0,,7.0,7.0,,,1.0,,,8.0,1.0,45.0,11.0
ryan-drost,Ryan Drost,P,,1.0,2.0,3.0,,,,,,3.0,,24.0,-6.0
ryan-osgar,Ryan Osgar,P,6.0,,26.0,25.0,,,5.0,4.0,,26.0,1.0,174.0,368.0
simon-carapella,Simon Carapella,P,,1.0,23.0,18.0,,3.0,1.0,,,20.0,2.0,264.0,14.0
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,1.0,,23.0,30.0,,1.0,3.0,,,30.0,,106.0,231.0
tanner-halkyard,Tanner Halkyard,P,3.0,,17.0,14.0,,2.0,1.0,1.0,,15.0,1.0,286.0,128.0
topher-davis,Topher Davis,P,2.0,,16.0,16.0,,,2.0,2.0,,16.0,,106.0,210.0
