player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
alyssa-thomas,Alyssa Thomas,F,14.0,,6.0,,,,0.647,17.0,11.0,2.0,1.0,1.0,1.0,37.516666666666666,3.0,-18.0,23.0,9.0,,3.0
betnijah-laney-hamilton,Betnijah Laney-Hamilton,,4.0,,7.0,0.4,5.0,2.0,0.533,15.0,8.0,,1.0,2.0,2.0,37.233333333333334,1.0,15.0,20.0,8.0,2.0,3.0
breanna-stewart,Breanna Stewart,W,2.0,2.0,7.0,0.333,3.0,1.0,0.579,19.0,11.0,1.0,1.0,2.0,2.0,36.733333333333334,4.0,17.0,25.0,11.0,1.0,2.0
courtney-vandersloot,Courtney Vandersloot,,7.0,1.0,,,4.0,,0.385,13.0,5.0,3.0,1.0,2.0,2.0,33.28333333333333,,20.0,12.0,,1.0,3.0
dewanna-bonner,DeWanna Bonner,,3.0,3.0,7.0,,1.0,,0.333,12.0,4.0,2.0,1.0,2.0,2.0,34.71666666666667,1.0,-14.0,10.0,8.0,2.0,1.0
dijonai-carrington,DiJonai Carrington,,,,1.0,,1.0,,0.333,3.0,1.0,1.0,,,,2.716666666666667,,-5.0,2.0,1.0,,
jonquel-jones,Jonquel Jones,,2.0,1.0,7.0,0.5,2.0,1.0,0.444,9.0,4.0,4.0,1.0,1.0,1.0,36.11666666666667,5.0,10.0,10.0,12.0,,2.0
kayla-thornton,Kayla Thornton,,,,,,1.0,,0.5,2.0,1.0,2.0,,,,6.033333333333333,1.0,-10.0,2.0,1.0,,1.0
leigha-brown,Leigha Brown,,,,,,,,,,,,,,,2.4833333333333334,,7.0,,,,
marine-johannes,Marine Johannes,,,1.0,,0.333,3.0,1.0,0.333,3.0,1.0,1.0,,,,16.533333333333335,,-3.0,3.0,,,
natisha-hiedeman,Natisha Hiedeman,G,3.0,,1.0,0.333,3.0,1.0,0.125,8.0,1.0,2.0,1.0,2.0,2.0,33.4,,11.0,5.0,1.0,,1.0
olivia-nelson-ododa,Olivia Nelson-Ododa,,1.0,2.0,1.0,,,,0.857,7.0,6.0,4.0,1.0,2.0,2.0,26.05,2.0,-16.0,14.0,3.0,1.0,1.0
sabrina-ionescu,Sabrina Ionescu,,5.0,,3.0,0.571,7.0,4.0,0.545,11.0,6.0,1.0,,,,30.183333333333334,,5.0,16.0,3.0,,1.0
stefanie-dolson,Stefanie Dolson,,,,,,1.0,,0.5,4.0,2.0,1.0,,,,3.8833333333333333,,1.0,4.0,,,
tiffany-hayes,Tiffany Hayes,G,2.0,,5.0,0.4,5.0,2.0,0.545,11.0,6.0,1.0,1.0,2.0,2.0,34.46666666666667,1.0,-15.0,16.0,6.0,1.0,2.0
tyasha-harris,Tyasha Harris,,3.0,,1.0,0.333,6.0,2.0,0.333,12.0,4.0,3.0,0.5,2.0,1.0,28.65,1.0,-5.0,11.0,2.0,1.0,2.0
