player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-aikenhead,A Aikenhead,,20.0,1.0,0.0,2.0,18.0,0.0,,,,,,,,1.0
a-merritt,A Merritt,,21.0,0.0,1.0,1.0,17.0,0.0,12.0,0.0,0.0,12.0,0.0,3.0,1.0,1.0
aiv-benatar,AIV Benatar,,29.0,0.0,0.0,2.0,11.0,0.0,18.0,0.0,2.0,23.0,1.0,2.0,,1.0
cm-greechan,CM Greechan,,,,,,,,24.0,2.0,0.0,2.0,2.0,0.0,,1.0
ct-mcnally,CT McNally,,51.0,0.0,0.0,4.0,18.0,0.0,,,,,,,,1.0
e-duffy,E Duffy,,,,,,,,18.0,0.0,2.0,9.0,1.0,2.0,,1.0
eas-ferrary,EAS Ferrary,,9.0,0.0,0.0,5.0,5.0,0.0,12.0,0.0,0.0,14.0,0.0,1.0,,1.0
f-tanguy,F Tanguy,,,,,,,,18.0,0.0,2.0,12.0,0.0,0.0,,1.0
g-mallett,G Mallett,,,,,,,,12.0,0.0,0.0,6.0,0.0,1.0,,1.0
g-wetherall,G Wetherall,,,,,,,,24.0,0.0,0.0,9.0,2.0,1.0,,1.0
h-mumford,H Mumford,,,,,,,,3.0,0.0,1.0,5.0,0.0,0.0,,1.0
l-greig,L Greig,,6.0,1.0,0.0,3.0,8.0,0.0,,,,,,,,1.0
lj-payas,LJ Payas,,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,1.0
m-maguire,M Maguire,,,,,,,,,,,,,,2.0,1.0
n-caruana,N Caruana,,3.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
n-laguea,N Laguea,,4.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,1.0
o-bastin,O Bastin,,,,,,,,12.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0
p-raghunath,P Raghunath,,2.0,0.0,1.0,9.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,,1.0
ra-reilly,RA Reilly,,21.0,0.0,0.0,6.0,7.0,0.0,,,,,,,,1.0
t-smith,T Smith,,10.0,0.0,1.0,4.0,4.0,0.0,,,,,,,,1.0
ys-blagg,YS Blagg,,5.0,0.0,1.0,8.0,4.0,0.0,12.0,0.0,1.0,13.0,1.0,2.0,,1.0
