player_id,player_name,positions,def_ast,def_solo,def_tot,recv_fd,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds
jonathon-mincy,Jonathon Mincy,DB,1.0,4.0,5.0,,,,,,
jordan-williams-lambert,Jordan Williams-Lambert,WR,,,,1.0,12.0,2.0,3.0,4.0,17.0
