player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
anders-mjoeen,Anders Mjoeen,,1.0,1.0,0.0,7.0,4.0
emil-storli,Emil Storli,,1.0,1.0,0.0,7.0,4.0
erland-snoeve,Erland Snoeve,,1.0,1.0,0.0,7.0,4.0
felix-luethold,Felix Luethold,,0.0,1.0,1.0,4.0,7.0
jonas-feierabend,Jonas Feierabend,,0.0,1.0,1.0,4.0,7.0
jonathan-saeteren,Jonathan Saeteren,,1.0,1.0,0.0,7.0,4.0
leon-wittich,Leon Wittich,,0.0,1.0,1.0,4.0,7.0
livio-ernst,Livio Ernst,,0.0,1.0,1.0,4.0,7.0
markus-dale,Markus Dale,,1.0,1.0,0.0,7.0,4.0
nils-freimann,Nils Freimann,,0.0,1.0,1.0,4.0,7.0
