player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-levinsky,Ben Levinsky,P,,,,5.0,3.0,,1.0,,,13.0,,3.0,,45.0,-2.0
brandon-van-deusen,Brandon Van Deusen,P,2.0,1.0,,50.0,58.0,,3.0,3.0,1.0,,,59.0,1.0,94.0,360.0
bryce-lozinski,Bryce Lozinski,P,3.0,,,20.0,21.0,,1.0,1.0,,,,23.0,2.0,123.0,156.0
caden-sigerud,Caden Sigerud,P,,2.0,,4.0,6.0,,1.0,,,,,6.0,,19.0,40.0
chris-mazur,Chris Mazur,P,1.0,,,8.0,11.0,,,,1.0,13.0,,12.0,1.0,-2.0,99.0
clark-wang,Clark Wang,P,1.0,1.0,,2.0,3.0,1.0,,1.0,,,,3.0,,53.0,11.0
collin-gall,Collin Gall,P,,,,7.0,6.0,,2.0,,,,,6.0,,16.0,31.0
eddie-finley,Eddie Finley,P,,,,5.0,3.0,,,,,,,4.0,1.0,38.0,-19.0
elijah-salmon,Elijah Salmon,P,,1.0,,4.0,8.0,,,1.0,1.0,,,8.0,,4.0,100.0
everest-shapiro,Everest Shapiro,P,1.0,2.0,,25.0,21.0,,2.0,4.0,1.0,,1.0,23.0,2.0,289.0,166.0
garrett-hable,Garrett Hable,P,,,,5.0,5.0,,,1.0,,,,5.0,,48.0,33.0
garrett-santi,Garrett Santi,P,2.0,,,10.0,11.0,,,2.0,,10.0,,11.0,,64.0,55.0
jeffrey-silverman,Jeffrey Silverman,P,,,,1.0,,,,,,,,,,-2.0,
jimmy-mcguinness,Jimmy McGuinness,P,1.0,2.0,,6.0,5.0,,1.0,,,,,5.0,,68.0,5.0
kyle-rubin,Kyle Rubin,P,1.0,1.0,1.0,16.0,10.0,,3.0,3.0,2.0,,,14.0,4.0,177.0,146.0
lukas-ambrose,Lukas Ambrose,P,,2.0,,5.0,4.0,,2.0,,,,,4.0,,34.0,39.0
marcel-osborne,Marcel Osborne,P,4.0,1.0,,25.0,22.0,,4.0,1.0,1.0,,,23.0,1.0,162.0,239.0
max-gibson,Max Gibson,P,4.0,,,22.0,16.0,,4.0,,2.0,,,18.0,2.0,358.0,203.0
michael-kiyoi,Michael Kiyoi,P,2.0,,,25.0,23.0,,2.0,,1.0,,,25.0,2.0,176.0,130.0
michael-tran,Michael Tran,P,,,,21.0,33.0,,2.0,,,,,35.0,2.0,30.0,232.0
mitchell-steiner,Mitchell Steiner,P,2.0,2.0,,5.0,5.0,,,1.0,,,,6.0,1.0,31.0,23.0
nate-kirchhofer,Nate Kirchhofer,P,,,,6.0,7.0,,,,,,,7.0,,14.0,7.0
paul-lally,Paul Lally,P,1.0,1.0,,27.0,32.0,,2.0,3.0,3.0,,,34.0,2.0,162.0,356.0
pawel-janas,Pawel Janas,P,3.0,,,50.0,56.0,,1.0,4.0,,,,59.0,3.0,233.0,314.0
reggie-sung,Reggie Sung,P,,,,4.0,3.0,,1.0,1.0,,,,4.0,,23.0,13.0
rhys-gretsch,Rhys Gretsch,P,,,,9.0,6.0,,2.0,2.0,,,,8.0,2.0,22.0,63.0
sam-cook,Sam Cook,P,2.0,1.0,,15.0,14.0,,1.0,2.0,,,,14.0,,148.0,55.0
sean-mcdougall,Sean McDougall,P,2.0,,,29.0,26.0,,3.0,2.0,1.0,,,28.0,2.0,359.0,134.0
shane-davidson,Shane Davidson,P,1.0,,,4.0,4.0,,,,,,,5.0,1.0,13.0,18.0
stefan-samu,Stefan Samu,P,2.0,2.0,,16.0,16.0,,1.0,6.0,,,,16.0,,298.0,131.0
steven-milardovich,Steven Milardovich,P,3.0,,,21.0,16.0,,,,1.0,,,21.0,5.0,197.0,194.0
thomas-konogeris,Thomas Konogeris,P,,,,1.0,1.0,,,,,,,1.0,,3.0,
trevor-purdy,Trevor Purdy,P,,,,3.0,1.0,,1.0,,,6.0,,2.0,1.0,20.0,14.0
zac-schakner,Zac Schakner,P,,1.0,,2.0,2.0,,,,,,,2.0,,21.0,14.0
