player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
allory-johnson,Allory Johnson,,1.0,1.0,0.0,11.0,5.0
bailey-vaydich,Bailey Vaydich,,1.0,1.0,0.0,11.0,5.0
bo-bae-kang,Bo Bae Kang,,0.0,1.0,1.0,5.0,11.0
boyoung-lee,Boyoung Lee,,0.0,1.0,1.0,5.0,11.0
ella-wendling,Ella Wendling,,1.0,1.0,0.0,11.0,5.0
gianna-johnson,Gianna Johnson,,1.0,1.0,0.0,11.0,5.0
morgan-zacher,Morgan Zacher,,1.0,1.0,0.0,11.0,5.0
yealynn-park,Yealynn Park,,0.0,1.0,1.0,5.0,11.0
you-sun-lee,You Sun Lee,,0.0,1.0,1.0,5.0,11.0
yujeong-shim,Yujeong Shim,,0.0,1.0,1.0,5.0,11.0
