player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-mullen,Alex Mullen,P,,,2.0,2.0,,,,,,2.0,,-6.0,2.0
anson-reppermund,Anson Reppermund,P,4.0,,22.0,19.0,1.0,1.0,2.0,1.0,,21.0,1.0,277.0,120.0
ben-close,Ben Close,P,,,3.0,3.0,,,,,,4.0,1.0,19.0,13.0
ben-landry,Ben Landry,P,,,36.0,37.0,,2.0,2.0,,,40.0,3.0,121.0,211.0
cameron-brock,Cameron Brock,P,2.0,,38.0,34.0,,2.0,3.0,,,36.0,1.0,263.0,125.0
carl-johnson,Carl Johnson,P/WR,2.0,,18.0,12.0,,5.0,,2.0,,13.0,1.0,246.0,98.0
carter-hawkins,Carter Hawkins,P,4.0,,42.0,49.0,,,2.0,,,49.0,,152.0,315.0
carter-rae,Carter Rae,P,3.0,,19.0,24.0,,,1.0,1.0,,24.0,,-1.0,219.0
charlie-vukovic,Charlie Vukovic,P,,,3.0,2.0,,1.0,1.0,,3.0,2.0,,42.0,5.0
chris-graber,Chris Graber,P,1.0,,1.0,1.0,,,,,,1.0,,-2.0,6.0
colin-ringwood,Colin Ringwood,P,,,1.0,1.0,1.0,,,,,1.0,,13.0,-5.0
conner-henderson,Conner Henderson,P,2.0,,21.0,17.0,1.0,4.0,2.0,1.0,,18.0,1.0,273.0,63.0
connor-newell,Connor Newell,P,3.0,,46.0,58.0,1.0,1.0,6.0,,,59.0,1.0,70.0,341.0
jacob-fella,Jacob Fella,P,,2.0,4.0,7.0,,,2.0,1.0,,7.0,,9.0,119.0
jeffrey-burris,Jeffrey Burris,P,,,3.0,2.0,,1.0,1.0,,,2.0,,22.0,16.0
jeremy-branson,Jeremy Branson,P,2.0,,36.0,38.0,,3.0,3.0,1.0,,39.0,1.0,144.0,265.0
jimmy-towle,Jimmy Towle,P,2.0,1.0,32.0,24.0,1.0,5.0,1.0,,,27.0,3.0,276.0,77.0
joel-close,Joel Close,P,,1.0,2.0,2.0,,1.0,,,,2.0,,41.0,-14.0
john-mcmonigal,John McMonigal,P,,,3.0,1.0,,1.0,,,,1.0,,13.0,-2.0
jonathan-mast,Jonathan Mast,P,3.0,1.0,50.0,59.0,,,2.0,1.0,,60.0,1.0,130.0,329.0
kenny-furdella,Kenny Furdella,P,1.0,,36.0,36.0,,2.0,,,,37.0,,75.0,157.0
max-sheppard,Max Sheppard,P,1.0,,30.0,25.0,,2.0,4.0,3.0,,30.0,4.0,248.0,199.0
michael-dillard,Michael Dillard,P,1.0,,1.0,1.0,,,,1.0,,1.0,,13.0,48.0
mikey-obrien,Mikey O\'Brien,P,,1.0,,1.0,,,,,,1.0,,,-5.0
noah-celuch,Noah Celuch,P,,,3.0,2.0,,1.0,1.0,,,2.0,,3.0,12.0
pete-zaccardi,Pete Zaccardi,P,1.0,,1.0,5.0,,,,,2.0,5.0,,22.0,30.0
rick-gross,Rick Gross,P,3.0,3.0,36.0,33.0,,1.0,1.0,2.0,,35.0,2.0,174.0,301.0
ryan-kindell,Ryan Kindell,P,,1.0,,1.0,,,1.0,,3.0,1.0,,,22.0
sam-vandusen,Sam VanDusen,P,1.0,,1.0,2.0,,,,1.0,11.0,3.0,1.0,2.0,32.0
seth-gudeman,Seth Gudeman,P,1.0,,26.0,23.0,,3.0,1.0,,,23.0,,303.0,11.0
steve-mogielski,Steve Mogielski,P,,1.0,3.0,1.0,,1.0,,,1.0,2.0,1.0,62.0,-1.0
will-quigley,Will Quigley,P,,1.0,2.0,3.0,,,,,,3.0,,3.0,6.0
will-wettengel,Will Wettengel,P,1.0,2.0,2.0,1.0,,1.0,,,,2.0,1.0,111.0,7.0
