player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
allory-johnson,Allory Johnson,,1.0,1.0,0.0,11.0,4.0
bailey-vaydich,Bailey Vaydich,,1.0,1.0,0.0,11.0,4.0
chenxi-liu,Chenxi Liu,,0.0,1.0,1.0,4.0,11.0
ella-wendling,Ella Wendling,,1.0,1.0,0.0,11.0,4.0
gianna-johnson,Gianna Johnson,,1.0,1.0,0.0,11.0,4.0
jiayin-mu,Jiayin Mu,,0.0,1.0,1.0,4.0,11.0
morgan-zacher,Morgan Zacher,,1.0,1.0,0.0,11.0,4.0
shihan-dong,Shihan Dong,,0.0,1.0,1.0,4.0,11.0
zaoxue-chen,Zaoxue Chen,,0.0,1.0,1.0,4.0,11.0
zhuoyi-wang,Zhuoyi Wang,,0.0,1.0,1.0,4.0,11.0
