player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
billings-qb,BILLINGS QB,QB,,2.0,147.0,,,,,4.0
darius-prince,DARIUS PRINCE,WR,,,,0.0,63.0,6.0,,
dalton-cole,Dalton Cole,QB,0.0,5.0,182.0,,,,,
kris-lewis,Kris Lewis,WR,,,,4.0,137.0,8.0,,
malik-henry-2,Malik Henry,QB,0.0,2.0,147.0,,,,0.0,4.0
marquis-sampson,Marquis Sampson,WR,,,,,3.0,1.0,,
maurice-ashley,Maurice Ashley,WR,,,,,10.0,1.0,0.0,6.0
oregon-qb,OREGON QB,QB,,5.0,182.0,,,,1.0,13.0
richy-anderson,Richy Anderson,WR,,,,2.0,51.0,4.0,,
