player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
jan-hess,Jan Hess,,0.0,1.0,1.0,3.0,8.0
justin-hausherr,Justin Hausherr,,0.0,1.0,1.0,3.0,8.0
marco-hösli,Marco Hösli,,0.0,1.0,1.0,3.0,8.0
philipp-hösli,Philipp Hösli,,0.0,1.0,1.0,3.0,8.0
riku-yanagisawa,Riku Yanagisawa,,1.0,1.0,0.0,8.0,3.0
satoshi-koizumi,Satoshi Koizumi,,1.0,1.0,0.0,8.0,3.0
shingo-usui,Shingo Usui,,1.0,1.0,0.0,8.0,3.0
simon-gloor,Simon Gloor,,0.0,1.0,1.0,3.0,8.0
takeru-yamamoto,Takeru Yamamoto,,1.0,1.0,0.0,8.0,3.0
tsuyoshi-yamaguchi,Tsuyoshi Yamaguchi,,1.0,1.0,0.0,8.0,3.0
