player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
e-lewis,E Lewis,,20.0,3.0,1.0,1.0,29.0,2.0,,,,,,,1.0
j-overton,J Overton,,,,,,,,6.0,0.0,0.0,5.0,0.0,0.0,1.0
ja-turner,JA Turner,,,,,,,,12.0,0.0,0.0,22.0,0.0,0.0,1.0
jc-archer,JC Archer,,,,,,,,12.0,0.0,0.0,16.0,0.0,0.0,1.0
sd-hope,SD Hope,,10.0,3.0,1.0,2.0,14.0,0.0,,,,,,,1.0
