player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-hales,AD Hales,,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0,1.0
ai-ross,AI Ross,,24.0,5.0,0.0,4.0,34.0,0.0,,,,,,,2.0,1.0
b-laughlin,B Laughlin,,,,,,,,23.0,0.0,1.0,56.0,0.0,0.0,1.0,1.0
bcj-cutting,BCJ Cutting,,23.0,1.0,0.0,6.0,29.0,2.0,6.0,0.0,0.0,9.0,0.0,0.0,,1.0
bj-holt,BJ Holt,,24.0,3.0,0.0,5.0,23.0,0.0,,,,,,,,1.0
ca-lynn,CA Lynn,,44.0,3.0,0.0,3.0,69.0,5.0,,,,,,,,1.0
cj-ferguson,CJ Ferguson,,4.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0,1.0
cj-green,CJ Green,,4.0,1.0,1.0,8.0,6.0,0.0,24.0,0.0,0.0,42.0,1.0,0.0,,1.0
dr-sams,DR Sams,,25.0,3.0,1.0,7.0,65.0,7.0,24.0,0.0,0.0,32.0,2.0,1.0,,1.0
dw-lawrence,DW Lawrence,,19.0,1.0,0.0,4.0,20.0,1.0,,,,,,,,1.0
jd-cook,JD Cook,,,,,,,,24.0,0.0,0.0,31.0,2.0,0.0,,1.0
jd-wildermuth,JD Wildermuth,,11.0,0.0,0.0,6.0,31.0,4.0,24.0,0.0,0.0,23.0,3.0,0.0,,1.0
jj-peirson,JJ Peirson,,1.0,0.0,1.0,7.0,1.0,0.0,,,,,,,1.0,1.0
m-bryant,M Bryant,,23.0,4.0,0.0,1.0,29.0,0.0,,,,,,,,1.0
mp-kuhnemann,MP Kuhnemann,,,,,,,,18.0,0.0,0.0,35.0,1.0,1.0,1.0,1.0
mt-steketee,MT Steketee,,3.0,0.0,1.0,8.0,0.0,0.0,24.0,0.0,0.0,35.0,1.0,0.0,,1.0
mujeeb-ur-rahman,Mujeeb Ur Rahman,,,,,,,,24.0,0.0,0.0,27.0,1.0,0.0,,1.0
n-mcandrew,N McAndrew,,,,,,,,18.0,0.0,0.0,36.0,1.0,1.0,,1.0
sd-heazlett,SD Heazlett,,12.0,4.0,0.0,2.0,20.0,0.0,,,,,,,,1.0
t-sangha,T Sangha,,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0
tlw-cooper,TLW Cooper,,7.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,1.0
ut-khawaja,UT Khawaja,,9.0,3.0,0.0,1.0,17.0,0.0,,,,,,,,1.0
