player_id,player_name,positions,interceptions,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
arthur-anderson-iv,ARTHUR ANDERSON IV,WR,,,,0.0,6.0,1.0,,
darius-prince,DARIUS PRINCE,WR,,,,2.0,86.0,8.0,,
fred-payton,Fred Payton,QB,0.0,5.0,191.0,,,,2.0,5.0
javin-kilgo,Javin Kilgo,QB,2.0,2.0,142.0,,,,,
jeremy-reynolds,Jeremy Reynolds,K,,,,,,,0.0,4.0
jerron-mcgaw,Jerron McGaw,RB/WR,,,,1.0,63.0,6.0,,
quintavius-workman,Quintavius Workman,WR,,,,1.0,12.0,2.0,,
tracy-brooks,Tracy Brooks,RB,,,,,,,1.0,9.0
