player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
hmd-rasangika,HMD Rasangika,,13.0,6.0,1.0,3.0,34.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,,1.0
i-barma,I Barma,,5.0,1.0,1.0,3.0,7.0,0.0,,,,,,,,1.0
k-kunwar,K Kunwar,,11.0,4.0,0.0,2.0,18.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,,1.0
p-shetty,P Shetty,,,,,,,,6.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0
puja-mahato,Puja Mahato,,,,,,,,12.0,0.0,0.0,13.0,1.0,0.0,,1.0
sabnam-rai,Sabnam Rai,,,,,,,,6.0,0.0,0.0,20.0,0.0,0.0,,1.0
sadamali-bhakshala,Sadamali Bhakshala,,,,,,,,12.0,0.0,0.0,19.0,0.0,3.0,,1.0
samjhana-khadka,Samjhana Khadka,,10.0,0.0,1.0,1.0,13.0,0.0,,,,,,,,1.0
sana-butt,Sana Butt,,,,,,,,,,,,,,1.0,1.0
ti-gajanayake,TI Gajanayake,,12.0,0.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,12.0,0.0,1.0,,1.0
zayneb-fazil,Zayneb Fazil,,5.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
