player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
ben-hebert,Ben Hebert,,0.0,1.0,1.0,6.0,9.0
bobby-lammie,Bobby Lammie,,1.0,1.0,0.0,9.0,6.0
brad-jacobs,Brad Jacobs,,0.0,1.0,1.0,6.0,9.0
brett-gallant,Brett Gallant,,0.0,1.0,1.0,6.0,9.0
bruce-mouat,Bruce Mouat,,1.0,1.0,0.0,9.0,6.0
grant-hardie,Grant Hardie,,1.0,1.0,0.0,9.0,6.0
hammy-jr-mcmillan,Hammy Jr McMillan,,1.0,1.0,0.0,9.0,6.0
kyle-waddell,Kyle Waddell,,1.0,1.0,0.0,9.0,6.0
marc-kennedy,Marc Kennedy,,0.0,1.0,1.0,6.0,9.0
tyler-tardi,Tyler Tardi,,0.0,1.0,1.0,6.0,9.0
