player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
aidan-lopez-escarez,Aidan Lopez-Escarez,P,2.0,1.0,,22.0,22.0,,,,,,,25.0,3.0,166.0,124.0
ben-ashton,Ben Ashton,P,,1.0,,11.0,7.0,,3.0,1.0,1.0,,,8.0,1.0,158.0,53.0
brandon-lin,Brandon Lin,P,,,,2.0,2.0,,,,,,,2.0,,-2.0,-19.0
chris-roach,Chris Roach,P,2.0,2.0,,7.0,4.0,,,,,1.0,,7.0,3.0,92.0,47.0
devon-terry,Devon Terry,P,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,27.0,60.0
dominic-jacobs,Dominic Jacobs,P,,,,1.0,1.0,,2.0,1.0,,,,1.0,,24.0,7.0
elijah-jaime,Elijah Jaime,P,,,,9.0,4.0,,5.0,1.0,,,,4.0,,213.0,16.0
emmet-shipway,Emmet Shipway,P,1.0,1.0,,4.0,8.0,,2.0,2.0,,,,8.0,,56.0,45.0
eugene-lheureux,Eugene L\'Heureux,P,1.0,2.0,,14.0,15.0,,1.0,2.0,,8.0,,18.0,3.0,94.0,119.0
everett-saunders,Everett Saunders,P,2.0,2.0,,9.0,9.0,,2.0,,1.0,3.0,,11.0,1.0,80.0,74.0
garrett-martin,Garrett Martin,P,6.0,,,37.0,37.0,,1.0,3.0,1.0,,1.0,42.0,5.0,220.0,318.0
grant-lindsley,Grant Lindsley,P,3.0,,,18.0,14.0,,3.0,,1.0,,,15.0,1.0,229.0,115.0
jace-duennebeil,Jace Duennebeil,P,1.0,,,15.0,13.0,,2.0,4.0,1.0,,,13.0,,328.0,91.0
jacob-miller,Jacob Miller,P,1.0,,,19.0,30.0,1.0,,2.0,1.0,,,30.0,1.0,113.0,233.0
jamie-kauffman,Jamie Kauffman,P,,1.0,,1.0,3.0,,1.0,,,,,3.0,,101.0,36.0
jensen-wells,Jensen Wells,P,1.0,1.0,,6.0,8.0,,,1.0,1.0,,,8.0,,31.0,58.0
jonny-hoffman,Jonny Hoffman,P,2.0,1.0,,9.0,8.0,,,1.0,,,,9.0,1.0,79.0,36.0
jordan-kerr,Jordan Kerr,P,5.0,1.0,,22.0,19.0,,2.0,1.0,,,,20.0,1.0,237.0,120.0
kenny-lane-iii,Kenny Lane III,P,1.0,,,32.0,41.0,,,4.0,,1.0,,45.0,,67.0,284.0
khalif-el-salaam,Khalif El-Salaam,P,5.0,2.0,1.0,17.0,16.0,,1.0,2.0,3.0,12.0,,16.0,1.0,138.0,179.0
kota-sugahara,Kota Sugahara,P,,,,5.0,4.0,,,,,,,6.0,2.0,18.0,22.0
kyle-weinberg,Kyle Weinberg,P,1.0,1.0,,6.0,6.0,,1.0,1.0,1.0,1.0,,6.0,,58.0,92.0
louie-bertoncin,Louie Bertoncin,P,1.0,,,4.0,4.0,,1.0,,,,,5.0,,-12.0,25.0
luke-yorgason,Luke Yorgason,P,2.0,,,35.0,40.0,,1.0,5.0,2.0,,,42.0,1.0,47.0,560.0
marc-munoz,Marc Munoz,P,2.0,,,25.0,31.0,,2.0,2.0,,,,34.0,3.0,108.0,168.0
mckay-yorgason,McKay Yorgason,P,,1.0,,19.0,24.0,1.0,1.0,1.0,,,,24.0,,36.0,111.0
nate-wipfler,Nate Wipfler,P,,,,7.0,4.0,,,,,,1.0,4.0,,60.0,15.0
nathan-huff,Nathan Huff,P,1.0,,,8.0,8.0,,,1.0,,,,8.0,,14.0,80.0
parker-howard,Parker Howard,P,1.0,1.0,,13.0,10.0,1.0,1.0,,,,,11.0,1.0,177.0,52.0
peter-geertz-larson,Peter Geertz-Larson,P,,1.0,,6.0,4.0,,,,,,,4.0,,104.0,26.0
peter-lenz,Peter Lenz,P,1.0,,,1.0,1.0,,,,,,,1.0,1.0,-9.0,5.0
scott-kaltenecker,Scott Kaltenecker,P,,2.0,,3.0,3.0,,,,,,,4.0,1.0,24.0,-8.0
sean-connole,Sean Connole,P,4.0,,,32.0,32.0,,2.0,2.0,4.0,,,33.0,1.0,260.0,403.0
simon-dastrup,Simon Dastrup,P,,,,8.0,6.0,,1.0,,,,,7.0,1.0,43.0,25.0
tarik-akyuz,Tarik Akyuz,P,,1.0,,8.0,8.0,,2.0,2.0,,,,8.0,1.0,93.0,22.0
tommy-lin,Tommy Lin,P,,,,3.0,2.0,,1.0,,,,,2.0,2.0,-15.0,-5.0
tony-goss,Tony Goss,P,1.0,2.0,,14.0,13.0,,1.0,2.0,,,,16.0,3.0,-24.0,132.0
will-selfridge,Will Selfridge,P,1.0,,,17.0,13.0,,1.0,1.0,,,,15.0,2.0,235.0,56.0
zeppelin-raunig,Zeppelin Raunig,P,2.0,,,26.0,21.0,1.0,5.0,2.0,1.0,,,21.0,1.0,379.0,203.0
