player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
garrett-pemelton,Garrett Pemelton,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,6.0,1.0,,,,,,,,,,,,,
geovonte-howard-injured-reserve,Geovonte Howard (Injured Reserve),DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
horatio-smith,Horatio Smith,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,1.0,0.0,,
jadon-johnson,Jadon Johnson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,24.0,1.0,33.0,2.0,,,,,,2.0,0.5,1.0,2.0,1.5,0.0,,
jahoiyakim-afoa,Jahoiyakim Afoa,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,0.0,16.0,2.0,,,,,,,,,,,,,
jalen-hicks,Jalen Hicks,DB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,2.0,0.0,,
javin-kilgo,Javin Kilgo,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
javon-hayes,Javon Hayes,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,4.0,4.0,,,,
jaylen-pickle,Jaylen Pickle,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,10.0,0.0,19.0,4.0,,,,,,,,,,,,,
jelani-baker,Jelani Baker,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
jerrime-neal,Jerrime Neal,WR,0.0,,,2.0,0.0,0.0,,,,,,,,,,,5.0,38.7,0.0,2.0,232.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,5.0,5.0
joe-powell,Joe Powell,DB/LB/SAF,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,,
joenez-coleman,Joenez Coleman,OL,0.0,1.0,0.0,,,,1.0,1.0,0.0,,,-50.0,0.0,-50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
john-williams,John Williams,WR,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,
jordan-brookins,Jordan Brookins,QB,0.0,,,,,,,1.0,0.0,,,,,,,4.0,,,,,,,11.8,21.0,0.0,47.0,,,,,,,7.0,7.0,0.0,7.0,1.0,7.3,30.0,9.0,1.0,66.0,,,0.0,0.0,,,,
kentrell-pierce,Kentrell Pierce,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
kindred-evans,Kindred Evans,DL,1.0,,,,,,,,,,,,,,,1.0,,,,,,,5.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,
lovell-armstead,Lovell Armstead,RB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.5,0.0,,
malcolm-mccoy,Malcolm Mccoy,LB,0.0,,,,,,1.0,1.0,0.0,,,,,,,1.0,,,,,,,6.0,6.0,0.0,6.0,,,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,,
maleek-jones,Maleek Jones,WR,0.0,,,,,,,1.0,0.0,3.0,1.0,,,,0.0,,,,,,,,,,,,29.0,16.0,,22.0,3.0,117.0,,,,,,0.5,19.0,14.0,1.0,7.0,,,0.0,0.0,,,,
myran-mounds,Myran Mounds,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,22.0,3.0,100.0,9.0,6.0,6.0,1.0,0.0,6.0,,,,,,,,
neriyan-brown,Neriyan Brown,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,,,,
samuel-seward,Samuel Seward,ATH,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
shyron-rodgers,Shyron Rodgers,OL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,,
tasleem-wilson,Tasleem Wilson,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
team-stat,Team Stat,ATH,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,
trayoun-maxie,Trayoun Maxie,DB,0.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,0.0,21.0,3.0,4.4,11.0,10.0,1.0,44.0,,,1.0,1.0,,,,
trayvon-culbert,Trayv'on Culbert,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
zachary-schleuger,Zachary Schleuger,LB,0.0,1.0,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,,
