player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aaron-aiken,Aaron Aiken,QB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,3.0,3.0,2.0,0.0,,
asi-tupua,Asi Tupua,DL,,,,,,,,,,,,,,,,2.0,,,,,,,19.5,24.0,0.0,39.0,,,,,,,5.0,5.0,0.0,5.0,1.0,,,,,,,,,,,,,
brad-namdar,Brad Namdar,K,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,
brandon-munoz,Brandon Munoz,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.5,3.0,4.0,2.5,0.0,,
carlton-watkins,Carlton Watkins,DB,,,,,,,,,,,,,,,,,5.0,45.3,0.0,1.0,317.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0
deandre-churchill,Deandre Churchill,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,
devin-groenhagen,Devin Groenhagen,DL,0.0,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,23.3,45.0,3.0,93.0,4.0,,,,,,,,1.0,1.0,,,,
dontrell-lucky-morrison,"Dontrell ""Lucky"" Morrison",DL,0.0,1.0,0.0,,,,1.0,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,,,,
drew-prohaska,Drew Prohaska,RB,0.0,,,,,,1.0,,,2.0,1.0,,,,3.0,,,,,,,,,,,,20.0,11.0,,45.0,4.0,158.0,,,,,,5.8,12.0,13.0,1.0,75.0,,,0.0,0.0,,,,
emanuel-aquilar-medrano,Emanuel Aquilar-Medrano,K,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,
