player_id,player_name,positions,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
adrian-cisneros,Adrian Cisneros,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alex-atkins,Alex Atkins,P,5.0,1.0,0.0,1.0,0.0,260.0,348.0
alex-davis,Alex Davis,P,1.0,0.0,0.0,2.0,0.0,151.0,73.0
alex-piper,Alex Piper,P,3.0,0.0,0.0,2.0,2.0,201.0,140.0
andres-rodriguez,Andres Rodriguez,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrew-grant,Andrew Grant,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrew-muller,Andrew Muller,P,0.0,0.0,0.0,1.0,0.0,38.0,32.0
antoine-davis,Antoine Davis,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arthur-aucoin,Arthur Aucoin,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atkin-arnstein,Atkin Arnstein,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
austin-gould,Austin Gould,P,4.0,1.0,1.0,3.0,4.0,223.0,309.0
axel-agami,Axel Agami,P,1.0,0.0,0.0,2.0,0.0,63.0,128.0
aylen-learned,Aylen Learned,P,0.0,0.0,0.0,0.0,1.0,48.0,37.0
ben-harris,Ben Harris,P,0.0,0.0,0.0,0.0,1.0,30.0,31.0
ben-jagt,Ben Jagt,P,2.0,0.0,0.0,4.0,1.0,343.0,86.0
benen-shea,Benen Shea,P,1.0,0.0,0.0,3.0,2.0,282.0,28.0
benjamin-simmons,Benjamin Simmons,P,0.0,2.0,0.0,1.0,1.0,98.0,29.0
braden-eberhard,Braden Eberhard,P,0.0,0.0,0.0,1.0,0.0,47.0,171.0
caoba-nichim-luta,Caoba Nichim-Luta,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conor-tabor,Conor Tabor,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daan-de-marree,Daan De Marrée,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daniel-bauman,Daniel Bauman,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drew-rasmussen,Drew Rasmussen,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drew-schnaudigel,Drew Schnaudigel,P,1.0,0.0,0.0,1.0,0.0,45.0,5.0
eliot-bemis,Eliot Bemis,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elliott-moore,Elliott Moore,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethan-lieman,Ethan Lieman,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
everest-shapiro,Everest Shapiro,P,0.0,1.0,0.0,0.0,0.0,2.0,28.0
ezra-thoreson,Ezra Thoreson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gavin-may,Gavin May,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hunter-may,Hunter May,P,0.0,0.0,0.0,0.0,0.0,123.0,-12.0
jack-williams,Jack Williams,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacob-cowan,Jacob Cowan,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay-froude,Jay Froude,P,0.0,0.0,0.0,0.0,1.0,19.0,96.0
jeremy-knopf,Jeremy Knopf,P,0.0,0.0,1.0,2.0,1.0,186.0,205.0
jimmy-mcguinness,Jimmy McGuinness,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-randolph,John Randolph,P,5.0,2.0,0.0,3.0,1.0,67.0,176.0
kuochuan-ponzio,Kuochuan Ponzio,P,1.0,0.0,0.0,0.0,0.0,17.0,62.0
liam-haberfield,Liam Haberfield,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logan-pruess,Logan Pruess,P,0.0,0.0,0.0,0.0,2.0,65.0,81.0
luke-barry,Luke Barry,P,2.0,1.0,0.0,0.0,0.0,27.0,53.0
marques-brownlee,Marques Brownlee,P,0.0,3.0,0.0,0.0,0.0,24.0,105.0
matt-labar,Matt LaBar,P,3.0,0.0,0.0,1.0,1.0,71.0,288.0
