player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-bosch,A Bosch,,,,,,,,18.0,0.0,0.0,19.0,1.0,1.0,1.0,1.0
a-smith,A. Smith,LB,3.0,0.0,1.0,10.0,4.0,0.0,12.0,0.0,0.0,16.0,0.0,1.0,,1.0
cg-sippel,CG Sippel,,,,,,,,24.0,0.0,0.0,25.0,3.0,0.0,,1.0
cl-rafferty,CL Rafferty,,,,,,,,6.0,0.0,0.0,14.0,0.0,1.0,,1.0
e-johnston,E Johnston,,,,,,,,,,,,,,1.0,1.0
g-prestwidge,G Prestwidge,,,,,,,,12.0,0.0,0.0,19.0,1.0,6.0,,1.0
g-redmayne,G Redmayne,,22.0,2.0,0.0,2.0,22.0,0.0,,,,,,,1.0,1.0
g-voll,G Voll,,3.0,0.0,0.0,3.0,0.0,0.0,,,,,,,1.0,1.0
gm-harris,GM Harris,,46.0,5.0,1.0,1.0,57.0,2.0,18.0,0.0,0.0,29.0,0.0,0.0,,1.0
jl-jonassen,JL Jonassen,,,,,,,,24.0,0.0,0.0,14.0,3.0,1.0,,1.0
l-harris,L. Harris,LB,,,,,,,,,,,,,1.0,1.0
m-hinkley,M Hinkley,,40.0,5.0,1.0,4.0,49.0,1.0,,,,,,,,1.0
m-strano,M Strano,,24.0,4.0,0.0,8.0,33.0,0.0,21.0,0.0,0.0,34.0,0.0,1.0,,1.0
m-du-preez,M du Preez,,4.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
ne-stalenberg,NE Stalenberg,,4.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,1.0
nj-carey,NJ Carey,,4.0,1.0,0.0,3.0,5.0,0.0,18.0,0.0,0.0,16.0,2.0,0.0,,1.0
poonam-yadav,Poonam Yadav,,,,,,,,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
r-johnston,R Johnston,,42.0,5.0,0.0,5.0,47.0,1.0,12.0,0.0,0.0,10.0,0.0,0.0,,1.0
rh-priest,RH Priest,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
rm-ghosh,RM Ghosh,,27.0,3.0,0.0,6.0,22.0,0.0,,,,,,,1.0,1.0
sk-moloney,SK Moloney,,5.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,0.0,20.0,0.0,2.0,,1.0
tj-vlaeminck,TJ Vlaeminck,,6.0,0.0,1.0,9.0,11.0,1.0,24.0,0.0,0.0,26.0,0.0,2.0,,1.0
