player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aiden-oldenburg,Aiden Oldenburg,,0.0,1.0,1.0,7.0,8.0
ben-richardson,Ben Richardson,,0.0,1.0,1.0,7.0,8.0
daniel-casper,Daniel Casper,,0.0,1.0,1.0,7.0,8.0
luc-violette,Luc Violette,,0.0,1.0,1.0,7.0,8.0
lukas-klima,Lukas Klima,,1.0,1.0,0.0,8.0,7.0
lukas-klipa,Lukas Klipa,,1.0,1.0,0.0,8.0,7.0
marek-cernovsky,Marek Cernovsky,,1.0,1.0,0.0,8.0,7.0
martin-jurik,Martin Jurik,,1.0,1.0,0.0,8.0,7.0
radek-bohac,Radek Bohac,,1.0,1.0,0.0,8.0,7.0
rich-ruohonen,Rich Ruohonen,,0.0,1.0,1.0,7.0,8.0
