player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-sharafu,A Sharafu,,4.0,1.0,0.0,3.0,4.0,0.0,,,,,,,,1.0
ad-hales,AD Hales,,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0
ad-russell,AD Russell,,6.0,0.0,0.0,7.0,12.0,2.0,12.0,0.0,1.0,37.0,0.0,0.0,1.0,1.0
ajay-kumar-2,Ajay Kumar (2),,5.0,2.0,1.0,10.0,8.0,0.0,24.0,0.0,0.0,28.0,1.0,2.0,,1.0
dj-willey,DJ Willey,,,,,,,,18.0,0.0,0.0,13.0,2.0,2.0,,1.0
haider-ali-3,Haider Ali (3),,,,,,,,6.0,0.0,0.0,11.0,0.0,0.0,,1.0
jm-cox,JM Cox,,36.0,4.0,0.0,4.0,52.0,1.0,,,,,,,1.0,1.0
jo-holder,JO Holder,,4.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,30.0,2.0,0.0,,1.0
ls-livingstone,LS Livingstone,,15.0,0.0,0.0,5.0,16.0,1.0,,,,,,,,1.0
md-shanaka,MD Shanaka,,1.0,0.0,1.0,6.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,1.0,,1.0
mohammad-nabi,Mohammad Nabi,,,,,,,,24.0,0.0,0.0,12.0,2.0,0.0,,1.0
mustafizur-rahman,Mustafizur Rahman,,,,,,,,18.0,0.0,0.0,22.0,2.0,0.0,,1.0
op-stone,OP Stone,,6.0,1.0,0.0,11.0,6.0,0.0,18.0,0.0,0.0,26.0,0.0,1.0,1.0,1.0
pd-salt,PD Salt,,21.0,2.0,0.0,1.0,27.0,2.0,,,,,,,,1.0
pp-chawla,PP Chawla,,,,,,,,18.0,0.0,0.0,23.0,1.0,0.0,1.0,1.0
r-powell,R Powell,,52.0,8.0,1.0,5.0,96.0,4.0,,,,,,,2.0,1.0
se-rutherford,SE Rutherford,,25.0,1.0,0.0,6.0,19.0,0.0,,,,,,,,1.0
sp-narine,SP Narine,,5.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,0.0,38.0,0.0,0.0,,1.0
sediqullah-atal,Sediqullah Atal,,11.0,0.0,0.0,2.0,8.0,0.0,,,,,,,,1.0
shayan-jahangir,Shayan Jahangir,,13.0,1.0,0.0,3.0,14.0,1.0,,,,,,,2.0,1.0
te-albert,TE Albert,,8.0,1.0,0.0,1.0,8.0,0.0,,,,,,,1.0,1.0
ubt-chand,UBT Chand,,1.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
waqar-salamkheil,Waqar Salamkheil,,,,,,,,21.0,0.0,0.0,29.0,4.0,0.0,,1.0
