player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
berfin-sengul,Berfin Sengul,,1.0,1.0,0.0,7.0,5.0
chinami-yoshida,Chinami Yoshida,,0.0,1.0,1.0,5.0,7.0
dilsat-yildiz,Dilsat Yildiz,,1.0,1.0,0.0,7.0,5.0
iclal-karaman,Iclal Karaman,,1.0,1.0,0.0,7.0,5.0
melisa-comert,Melisa Comert,,1.0,1.0,0.0,7.0,5.0
satsuki-fujisawa,Satsuki Fujisawa,,0.0,1.0,1.0,5.0,7.0
tori-koana,Tori Koana,,0.0,1.0,1.0,5.0,7.0
yumi-suzuki,Yumi Suzuki,,0.0,1.0,1.0,5.0,7.0
yurika-yoshida,Yurika Yoshida,,0.0,1.0,1.0,5.0,7.0
öznur-polat,Öznur Polat,,1.0,1.0,0.0,7.0,5.0
