player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
antonio-pipkin,Antonio Pipkin,QB,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,1.0,9.0,1.0,,8.0,1.0,1.0,,,,,,
bailey-devine-scott,Bailey Devine-Scott,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ben-hladik,Ben Hladik,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boseko-lokombo,Boseko Lokombo,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brad-muhammad,Brad Muhammad,DB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryan-burnham,Bryan Burnham,WR,,,,,,,,,,,,28.0,7.0,10.0,,35.0,100.0,,,,,,,,,,,,,,,,,,,,
cameron-judge,Cameron Judge,LB,1.0,9.0,9.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cody-grace,Cody Grace,K/P,,,,,,,,,,,,,,,,,,56.0,7.0,6.0,44.0,349.0,,,,,,,,,,,,,,,
david-mackie,David Mackie,FB/RB,,,,,,,,,,,,5.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,
devontres-dukes,DeVontres Dukes,WR,,,,,,,,,,,,6.0,1.0,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,
derek-wiggan,Derek Wiggan,DL/DB,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dionte-ruffin,Dionté Ruffin,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,,,,29.0,5.0,5.0,,31.0,91.0,,,,,,,,,,,,,,,,,,,,
eli-bouka,Eli Bouka,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
folarin-orimolade,Folarin Orimolade,DL/DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garry-peters,Garry Peters,DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isaac-adeyemi-berglund,Isaac Adeyemi-Berglund,DL/DB,1.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jake-maier,Jake Maier,QB,,,,,38.0,26.0,,,,3.0,301.0,,,,,,,,,,,,1.0,8.0,,8.0,,,,,,,,,,,
jalen-philpot,Jalen PHILPOT,WR,,,,,,,,,,,,,1.0,2.0,1.0,,4.0,,,,,,1.0,18.0,,18.0,,1.0,6.0,,1.0,,,,,,
jameer-thurman,Jameer Thurman,LB/DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
james-butler,James BUTLER,RB,,1.0,1.0,,,,,,,,,10.0,4.0,4.0,,18.0,18.0,,,,,,13.0,,2.0,83.0,,,12.0,2.0,2.0,,,,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,,,,11.0,1.0,1.0,,,11.0,,,,,,,,,,,,,,,,,,,,
jonathan-moxey,Jonathan Moxey,DB,,2.0,2.0,,,,,,,,,,,,,,,5.0,1.0,,,5.0,,,,,,,,,,,,,,,
jordan-williams,Jordan Williams,OT/WR/DE/LB/DL/MLB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
josh-banks,Josh Banks,DL/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
