player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
ahmed-shehzad,Ahmed Shehzad,,16.0,4.0,1.0,2.0,25.0,1.0,,,,,,,1.0
jdp-oram,JDP Oram,,,,,,,,2.0,0.0,0.0,5.0,0.0,0.0,1.0
jec-franklin,JEC Franklin,,,,,,,,12.0,0.0,1.0,16.0,0.0,0.0,1.0
mohammad-hafeez,Mohammad Hafeez,,11.0,0.0,1.0,1.0,4.0,0.0,,,,,,,1.0
tg-southee,TG Southee,,,,,,,,12.0,0.0,0.0,10.0,0.0,1.0,1.0
