player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
ben-close,Ben Close,P,1.0,,1.0,2.0,,1.0,,,,2.0,,14.0,7.0
ben-landry,Ben Landry,P,2.0,,5.0,5.0,,,,2.0,,6.0,1.0,42.0,119.0
bryan-walsh,Bryan Walsh,P,2.0,,42.0,47.0,,,2.0,3.0,,53.0,5.0,33.0,331.0
cameron-brock,Cameron Brock,P,1.0,,22.0,16.0,,4.0,1.0,,,18.0,2.0,179.0,24.0
carson-chamberlain,Carson Chamberlain,P,1.0,,13.0,10.0,,3.0,1.0,,,10.0,,180.0,11.0
chris-ellis,Chris Ellis,P,,,3.0,2.0,,,1.0,,,4.0,1.0,2.0,12.0
colin-beauregard,Colin Beauregard,P,1.0,3.0,3.0,4.0,,,,,,4.0,,15.0,17.0
colin-fremeau,Colin Fremeau,P,,,1.0,2.0,,,,,,2.0,,11.0,18.0
colin-ringwood,Colin Ringwood,P,,,4.0,3.0,,1.0,,,,3.0,,55.0,24.0
conner-henderson,Conner Henderson,P,,1.0,5.0,4.0,,,2.0,,,6.0,1.0,38.0,50.0
daniel-robinson,Daniel Robinson,P,,,13.0,10.0,,3.0,1.0,,,10.0,,249.0,3.0
jack-havey,Jack Havey,P,4.0,,43.0,39.0,,,3.0,,,45.0,6.0,244.0,188.0
jake-kenniv,Jake Kenniv,P,,1.0,27.0,25.0,,4.0,2.0,,,25.0,,196.0,28.0
jeremy-branson,Jeremy Branson,P,,,4.0,3.0,,,1.0,,,4.0,1.0,30.0,16.0
jeremy-keusch,Jeremy Keusch,P,,,13.0,12.0,1.0,1.0,,,,12.0,,171.0,57.0
joe-simonelli,Joe Simonelli,P,2.0,,9.0,9.0,,,,,,10.0,1.0,20.0,85.0
joel-willison,Joel Willison,P,,,3.0,3.0,2.0,,,,,3.0,,14.0,29.0
joey-cari,Joey Cari,P,1.0,1.0,2.0,6.0,,,,,,6.0,,2.0,64.0
joseph-cubitt,Joseph Cubitt,P,2.0,,43.0,50.0,,2.0,1.0,,,54.0,3.0,14.0,193.0
keegan-north,Keegan North,P,2.0,,26.0,30.0,,1.0,1.0,,,31.0,1.0,138.0,181.0
levi-jacobs,Levi Jacobs,P,3.0,,23.0,22.0,,1.0,3.0,1.0,,22.0,,270.0,143.0
lucas-coniaris,Lucas Coniaris,P,,,7.0,5.0,,3.0,,,4.0,6.0,1.0,55.0,20.0
malachi-neil,Malachi Neil,P,,1.0,6.0,6.0,,,1.0,,,6.0,,11.0,26.0
matt-gubernick,Matt Gubernick,P,1.0,,5.0,3.0,,,,,,5.0,,50.0,17.0
michael-weber,Michael Weber,P,,,10.0,15.0,,,,,,16.0,1.0,37.0,63.0
nathan-ploeger,Nathan Ploeger,P,,,1.0,1.0,1.0,,,,9.0,1.0,,15.0,
nicholas-betsch,Nicholas Betsch,P,2.0,,24.0,24.0,2.0,,1.0,3.0,,25.0,1.0,162.0,325.0
nick-hutton,Nick Hutton,P,3.0,2.0,5.0,7.0,,,,1.0,8.0,9.0,2.0,28.0,139.0
rees-mcdevitt,Rees McDevitt,P,,,,,1.0,,,,,,,,
rick-gross,Rick Gross,P,2.0,,24.0,22.0,1.0,1.0,2.0,1.0,,23.0,1.0,246.0,138.0
riley-ulmer,Riley Ulmer,P,,1.0,1.0,,,,,,,1.0,,,
sam-good,Sam Good,P,1.0,1.0,4.0,4.0,,1.0,1.0,,,4.0,,80.0,41.0
seth-gudeman,Seth Gudeman,P,,1.0,2.0,1.0,1.0,1.0,,,,1.0,,57.0,9.0
terry-gaither,Terry Gaither,P,,1.0,2.0,1.0,,1.0,,,,1.0,,17.0,-1.0
travis-carpenter,Travis Carpenter,P,3.0,,38.0,39.0,,2.0,3.0,,,42.0,2.0,-17.0,293.0
trevor-polisuk-balfour,Trevor Polisuk-Balfour,P,,,5.0,3.0,,2.0,,,8.0,3.0,,79.0,
will-quigley,Will Quigley,P,,,2.0,1.0,,1.0,,,,1.0,,14.0,6.0
will-wettengel,Will Wettengel,P,,2.0,4.0,3.0,,1.0,,,,4.0,1.0,39.0,-22.0
xavier-payne,Xavier Payne,P,2.0,,30.0,36.0,,2.0,2.0,,2.0,37.0,,149.0,280.0
