player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alexander-wilcox,Alexander Wilcox,P,3.0,,7.0,12.0,,,,2.0,5.0,14.0,2.0,-7.0,207.0
anders-juengst,Anders Juengst,P,,1.0,19.0,17.0,,1.0,,,,18.0,1.0,69.0,39.0
andrew-mckelvey,Andrew McKelvey,P,,,3.0,2.0,,1.0,,,,2.0,,36.0,-15.0
ben-snell,Ben Snell,P,1.0,,24.0,31.0,,2.0,,1.0,,32.0,1.0,33.0,123.0
connor-russell,Connor Russell,P,,,2.0,1.0,,,,,7.0,1.0,,83.0,-4.0
duncan-fitzgerald,Duncan Fitzgerald,P,,1.0,,,,2.0,,,,,,,
dylan-hawkins,Dylan Hawkins,P,1.0,1.0,15.0,12.0,,3.0,2.0,,,12.0,,184.0,78.0
elijah-long,Elijah Long,P,2.0,1.0,28.0,36.0,,,3.0,1.0,,36.0,,76.0,137.0
elliott-moore,Elliott Moore,P,,,,,,,,,,,1.0,,
eric-brodbeck,Eric Brodbeck,P,,,,,,1.0,,,,,1.0,,
eric-carter,Eric Carter,P,,,,,,,,,,,,,2.0
ethan-bloodworth,Ethan Bloodworth,P,2.0,,16.0,14.0,,,2.0,3.0,,16.0,2.0,213.0,171.0
evan-swiatek,Evan Swiatek,P,4.0,,,,,,,2.0,,,,,
jackson-potts,Jackson Potts,P,,,2.0,2.0,,1.0,,,1.0,2.0,,48.0,32.0
jacob-fairfax,Jacob Fairfax,P,3.0,1.0,20.0,18.0,,3.0,1.0,,,19.0,1.0,231.0,112.0
jacob-sames,Jacob Sames,P,,,,,,,,,,,1.0,,
jake-radack,Jake Radack,P,1.0,,,,1.0,,,1.0,,,,,
joey-wylie,Joey Wylie,P,,,,,,,1.0,,,,,,
kevin-pignone,Kevin Pignone,P,,,22.0,23.0,,4.0,3.0,,,24.0,1.0,151.0,163.0
kyle-henke,Kyle Henke,P,,,,,,,1.0,,,,,,
liam-searles-bohs,Liam Searles Bohs,P,3.0,,26.0,26.0,,2.0,3.0,3.0,3.0,26.0,,202.0,298.0
mark-henke,Mark Henke,P,,,2.0,1.0,,1.0,,,,1.0,,16.0,21.0
matt-gouchoe-hanas,Matt Gouchoe-Hanas,P,,,28.0,28.0,,1.0,4.0,1.0,,29.0,1.0,-26.0,166.0
matt-tucker,Matt Tucker,P,,,4.0,2.0,,2.0,,,,2.0,,34.0,22.0
matthew-armour,Matthew Armour,P,,,,,,,1.0,,,,1.0,,
noah-chambers,Noah Chambers,P,2.0,,,,,,1.0,,,,,,
oliver-fay,Oliver Fay,P,1.0,,,,,,,,,,1.0,,
reese-bowman,Reese Bowman,P,,,,,,,,,,,1.0,,
suraj-madiraju,Suraj Madiraju,P,,1.0,8.0,8.0,,1.0,2.0,,,9.0,1.0,46.0,10.0
terrence-mitchell,Terrence Mitchell,P,4.0,2.0,15.0,12.0,,2.0,,,,13.0,1.0,84.0,30.0
tobias-brooks,Tobias Brooks,P,1.0,,16.0,18.0,,,2.0,1.0,,18.0,,225.0,158.0
trevor-lynch,Trevor Lynch,P,4.0,1.0,23.0,21.0,,1.0,1.0,2.0,,22.0,1.0,112.0,182.0
ty-naquin,Ty Naquin,P,1.0,,4.0,2.0,,1.0,1.0,,,2.0,,12.0,17.0
william-coffin,William Coffin,P,1.0,,8.0,5.0,,2.0,,,11.0,6.0,1.0,160.0,22.0
