player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
arike-ogunbowale,Arike Ogunbowale,W,4.0,,5.0,0.6,10.0,6.0,0.467,15.0,7.0,1.0,0.667,6.0,4.0,37.483333333333334,,-22.0,24.0,5.0,4.0,3.0
ezi-magbegor,Ezi Magbegor,F,2.0,,4.0,0.5,2.0,1.0,0.667,9.0,6.0,2.0,,1.0,,28.9,1.0,10.0,13.0,5.0,1.0,2.0
jacy-sheldon,Jacy Sheldon,,,,1.0,,3.0,,0.3,10.0,3.0,5.0,,,,26.05,,-13.0,6.0,1.0,,
jewell-loyd,Jewell Loyd,,5.0,,4.0,0.333,6.0,2.0,0.429,14.0,6.0,1.0,0.941,17.0,16.0,33.233333333333334,1.0,22.0,30.0,5.0,2.0,1.0
jordan-horston,Jordan Horston,,4.0,1.0,7.0,,,,0.5,10.0,5.0,4.0,1.0,2.0,2.0,29.616666666666667,4.0,13.0,12.0,11.0,1.0,4.0
joyner-holmes,Joyner Holmes,,,1.0,,,1.0,,0.4,5.0,2.0,1.0,1.0,2.0,2.0,9.7,,2.0,6.0,,,2.0
kalani-brown,Kalani Brown,,,1.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,,11.133333333333333,,-6.0,4.0,1.0,,1.0
kiana-williams,Kiana Williams,,,,,,,,,,,,,,,3.783333333333333,,1.0,,,,
lou-lopez-sanachal,Lou Lopez SÃ©nÃ©chal,,,,1.0,,1.0,,,3.0,,1.0,,,,8.683333333333334,1.0,-4.0,,2.0,,
mercedes-russell,Mercedes Russell,,,1.0,3.0,,,,0.5,4.0,2.0,1.0,,,,16.35,2.0,9.0,4.0,5.0,,1.0
monique-billings,Monique Billings,F,1.0,,4.0,,,,0.333,6.0,2.0,2.0,,,,12.783333333333333,2.0,-6.0,4.0,6.0,,3.0
natasha-howard,Natasha Howard,,5.0,,6.0,,2.0,,0.5,12.0,6.0,4.0,,2.0,,27.216666666666665,1.0,-15.0,12.0,7.0,3.0,4.0
nika-ma14hl,Nika MÃ¼hl,,,,,,,,,,,1.0,,,,2.8333333333333335,1.0,-1.0,,1.0,,
nneka-ogwumike,Nneka Ogwumike,,5.0,1.0,5.0,0.5,2.0,1.0,0.455,11.0,5.0,1.0,1.0,5.0,5.0,25.033333333333335,1.0,21.0,16.0,6.0,2.0,1.0
odyssey-sims,Odyssey Sims,,4.0,,1.0,,1.0,,0.273,11.0,3.0,2.0,0.5,2.0,1.0,24.516666666666666,2.0,-11.0,7.0,3.0,2.0,1.0
sami-whitcomb,Sami Whitcomb,,1.0,1.0,,0.333,3.0,1.0,0.5,4.0,2.0,1.0,,,,13.6,,4.0,5.0,,2.0,1.0
sevgi-uzun,Sevgi Uzun,,2.0,1.0,,,1.0,,0.5,2.0,1.0,2.0,,,,21.183333333333334,,-14.0,2.0,,,3.0
skylar-diggins,Skylar Diggins,G,5.0,1.0,2.0,,3.0,,0.5,8.0,4.0,1.0,1.0,3.0,3.0,31.85,,20.0,11.0,2.0,3.0,2.0
stephanie-soares,Stephanie Soares,,,,,,,,0.5,2.0,1.0,,,,,2.066666666666667,1.0,1.0,2.0,1.0,1.0,
teaira-mccowan,Teaira McCowan,,2.0,,5.0,,,,1.0,7.0,7.0,3.0,0.333,3.0,1.0,28.866666666666667,1.0,-15.0,15.0,6.0,2.0,3.0
victoria-vivians,Victoria Vivians,,,,,,,,,,,1.0,,,,5.066666666666666,,4.0,,,,
