player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
arkell-smith,Arkell Smith,WR,,,,,,,,,55.0,2.0,,,
bc-dst,BC DST,DST,,,,1.0,,,14.0,,,,,,2.0
bc-k,BC K,K,4.0,22.0,,,,,,,,,,,
bc-qb,BC QB,QB,,,,,3.0,324.0,,,,,,54.0,
binjimen-victor,Binjimen Victor,WR,,,,,,,,,4.0,1.0,,,
chase-brice,Chase BRICE,QB,,,,,,,,,,,,2.0,
cody-fajardo,Cody FAJARDO,QB,,,,,,,,,,,2.0,4.0,
edm-dst,EDM DST,DST,,,,,,,31.0,,,,,,
edm-k,EDM K,K,1.0,,,,,,,,,,,,
edm-qb,EDM QB,QB,,,1.0,,,178.0,,,,,,54.0,
james-butler,James BUTLER,RB,,,,,,,,,22.0,3.0,1.0,68.0,
javon-leake,Javon LEAKE,RB,,,,,,,,,-7.0,1.0,,5.0,
jermaine-jackson,Jermaine JACKSON,WR,,,,,,,,,2.0,2.0,,,
jevon-cottoy,Jevon COTTOY,WR,,,,,,,,,88.0,7.0,,,
justin-mcinnis,Justin MCINNIS,WR,,,,,,,,1.0,45.0,5.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,,,67.0,5.0,,24.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,8.0,2.0,,,
keon-hatcher,Keon HATCHER,WR,,,,,,,,,52.0,4.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,1.0,1.0,,,
nathan-rourke,Nathan ROURKE,QB,,,,,3.0,324.0,,,,,,54.0,
sean-whyte,Sean WHYTE,K,4.0,22.0,,,,,,,,,,,
stanley-berryhill,Stanley BERRYHILL,WR,,,,,,,,2.0,105.0,6.0,,,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,,16.0,2.0,,,
tre-ford,Tre FORD,QB,,,1.0,,,178.0,,,,,,54.0,
vincent-blanchard,Vincent Blanchard,K,1.0,,,,,,,,,,,,
zach-mathis,Zach Mathis,WR,,,,,,,,,8.0,4.0,,,
