player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
brandon-sheperd,Brandon Sheperd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,0.0,0.0,13.0,1.0,9.0,9.0,1.0,0.0,0.0,9.0,,,
carl-robinson-iii,Carl Robinson III,QB,,737.0,,,,,,,,,,,1.0,,,,,,,,,19.0,14.0,5.0,35.0,9.0,110.0,0.0,4.0,211.0,131.0,0.0,,,,,,,9.0,19.0,9.0,0.0,0.0,77.0,,,
carlton-watkins,Carlton Watkins,DB,1.0,,1.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0
chris-perry,Chris Perry,DB,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0
damond-powell,Damond Powell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,30.0,0.0,0.0,47.0,3.0,,,,,,,,,
devante-wright,Devante Wright,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
devin-groenhagen,Devin Groenhagen,DL,3.0,,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
dontrell-lucky-morrison,"Dontrell ""Lucky"" Morrison",DL,,,,,,,,,,,,,,2.0,,,,22.0,27.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,
drew-prohaska,Drew Prohaska,RB,,,,,,,,,,,,,,2.0,,,,19.0,23.0,0.0,38.0,,,,,,,,,,,,5.0,5.0,0.0,0.0,5.0,1.0,4.0,13.0,12.0,0.0,2.0,46.0,,,
erick-young,Erick Young,RB,,,,,,,,,,,,,,1.0,,,,11.0,11.0,0.0,11.0,,,,,,,,,,,,12.0,12.0,0.0,0.0,12.0,1.0,2.0,5.0,6.0,0.0,0.0,13.0,,,
