player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aakiel-greer,Aakiel Greer,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,9.0,15.0,0.0,0.0,0.0,68.0,8.0,,,,,,,,,0.0,1.0
abu-bangura-ii,Abu Bangura II,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
amos-coleman-iii,Amos Coleman III,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,50.0,1.0,50.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,3.0
austin-collier,Austin Collier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,3.0,0.0,1.0,2.0,,
bk-smith-jr,BK Smith Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,28.0,0.0,0.0,3.0,83.0,6.0,,,,,,,,,,
byron-edwards,BYRON EDWARDS,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
brandon-lombana,Brandon Lombana,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,15.0,0.0,0.0,0.0,23.0,3.0,,,,,,,,,,
derrick-jones,Derrick Jones,CB/DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0
derrick-maxwell-jr,Derrick Maxwell Jr,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
donte-reed,Donte Reed,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0
evan-byrd,Evan Byrd,K,,,,,,,,1.0,0.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ezrah-thibodeaux,Ezrah Thibodeaux,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
jadarius-byrd,Jadarius Byrd,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
jaiave-magalei,Jaiave Magalei,QB,,457.0,,,,,,,,,,,,0.0,,,,,,,,,35.0,16.0,15.0,7.0,0.0,53.0,0.0,0.0,110.0,0.0,,,,,,,,,,,,,,,,,
jaquan-artis,Jaquan Artis,DL/LB,5.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0
javier-edwards,Javier Edwards,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
jordan-gandy,Jordan Gandy,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,16.0,16.0,0.0,0.0,0.0,16.0,1.0,,,,,,,,,0.0,1.0
justin-olibrice,Justin Olibrice,WR,,,,,,,,,,,,,,,3.0,,,,,4.0,0.0,14.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
kyle-kaplan,Kyle Kaplan,K,,,,,,,,1.0,0.0,0.0,0.0,,,,,0.0,6.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
machiah-lee,Machiah Lee,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
malik-honeycutt,Malik Honeycutt,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,0.0,0.0,1.0,70.0,5.0,,,,,,,,,,
omari-alexander,Omari Alexander,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
quintavius-workman,Quintavius Workman,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,0.0,0.0,16.0,5.0,,3.0,3.0,0.0,1.0,0.0,0.0,3.0,,
roderick-perry-ii,Roderick Perry II,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
