player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,tackles
cameron-george,Cameron George,DL,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
carlos-vazquez,Carlos Vazquez,K,,,,,,,0.0,0.0,0.0,0.0,,,,,0.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
darin-hungerford,Darin Hungerford,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0
deshayvion-mcrath,De'Shayvion Mcrath,DL,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
demarius-washington,Demarius Washington,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,31.0,0.0,4.0,97.0,7.0,,,,,,,,,
dion-kuinlan,Dion Kuinlan,DB,3.0,,0.0,0.0,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.0
duke-williams,Duke Williams,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,23.0,0.0,2.0,49.0,3.0,,,,,,,,,
ed-smith-jr,Ed Smith Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,30.0,0.0,2.0,61.0,4.0,,,,,,,,,
evan-dimaggio,Evan DiMaggio,LB,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0
evan-lewandowski,Evan Lewandowski,QB,,560.0,,,,,,,,,,,1.0,,,,,,,,,25.0,14.0,11.0,30.0,13.0,101.0,0.0,4.0,160.0,179.0,0.0,,,,,,,6.0,14.0,5.0,0.0,0.0,32.0,,,
