player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
benjamin-kapp,Benjamin Kapp,,1.0,1.0,0.0,9.0,5.0
felix-messenzehl,Felix Messenzehl,,1.0,1.0,0.0,9.0,5.0
johannes-scheuerl,Johannes Scheuerl,,1.0,1.0,0.0,9.0,5.0
marc-muskatewitz,Marc Muskatewitz,,1.0,1.0,0.0,9.0,5.0
mario-trevisiol,Mario Trevisiol,,1.0,1.0,0.0,9.0,5.0
sen-yu,Sen YU,,0.0,1.0,1.0,5.0,9.0
xiaoming-xu,Xiaoming Xu,,0.0,1.0,1.0,5.0,9.0
xueqing-fei,Xueqing Fei,,0.0,1.0,1.0,5.0,9.0
zhenhao-wang,Zhenhao Wang,,0.0,1.0,1.0,5.0,9.0
zhichao-li,Zhichao Li,,0.0,1.0,1.0,5.0,9.0
