player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
craig-waddell,Craig Waddell,,0.0,1.0,1.0,2.0,8.0
duncan-mcfadzean,Duncan McFadzean,,0.0,1.0,1.0,2.0,8.0
euan-kyle,Euan Kyle,,0.0,1.0,1.0,2.0,8.0
lukas-klima,Lukas Klima,,1.0,1.0,0.0,8.0,2.0
lukas-klipa,Lukas Klipa,,1.0,1.0,0.0,8.0,2.0
marek-cernovsky,Marek Cernovsky,,1.0,1.0,0.0,8.0,2.0
martin-jurik,Martin Jurik,,1.0,1.0,0.0,8.0,2.0
robin-brydone,Robin Brydone,,0.0,1.0,1.0,2.0,8.0
ross-whyte,Ross Whyte,,0.0,1.0,1.0,2.0,8.0
vit-chabicovsky,Vit Chabicovsky,,1.0,1.0,0.0,8.0,2.0
